Flag,Player,Session,Score,Session Date
Carried over,Player 12,Cardio,10,15/04/2022
Actual,Player 12,Cardio,10,14/04/2022
Actual,Player 12,Cardio,9,18/04/2022
Carried over,Player 12,Cardio,3,21/04/2022
Carried over,Player 12,Cardio,3,20/04/2022
Actual,Player 12,Cardio,3,19/04/2022
Actual,Player 12,Cardio,9,22/04/2022
Carried over,Player 12,Cardio,5,26/04/2022
Actual,Player 12,Cardio,5,25/04/2022
Actual,Player 12,Cardio,10,27/04/2022
Actual,Player 12,Cardio,8,28/04/2022
Actual,Player 12,Cardio,3,29/04/2022
Actual,Player 12,Cardio,4,02/05/2022
Carried over,Player 12,Cardio,9,04/05/2022
Actual,Player 12,Cardio,9,03/05/2022
Actual,Player 12,Cardio,7,05/05/2022
Carried over,Player 12,Cardio,4,10/05/2022
Carried over,Player 12,Cardio,4,09/05/2022
Actual,Player 12,Cardio,4,06/05/2022
Actual,Player 12,Cardio,7,11/05/2022
Actual,Player 12,Cardio,8,12/05/2022
Carried over,Player 12,Cardio,4,17/05/2022
Carried over,Player 12,Cardio,4,16/05/2022
Actual,Player 12,Cardio,4,13/05/2022
Actual,Player 12,Cardio,5,18/05/2022
Carried over,Player 12,Cardio,6,20/05/2022
Actual,Player 12,Cardio,6,19/05/2022
Actual,Player 12,Cardio,4,23/05/2022
Carried over,Player 12,Cardio,7,26/05/2022
Carried over,Player 12,Cardio,7,25/05/2022
Actual,Player 12,Cardio,7,24/05/2022
Actual,Player 12,Cardio,3,27/05/2022
Actual,Player 12,Cardio,8,30/05/2022
Actual,Player 12,Cardio,10,31/05/2022
Actual,Player 12,Cardio,5,01/06/2022
Carried over,Player 12,Cardio,8,06/06/2022
Carried over,Player 12,Cardio,8,03/06/2022
Actual,Player 12,Cardio,8,02/06/2022
Actual,Player 12,Cardio,6,07/06/2022
Actual,Player 12,Cardio,7,08/06/2022
Actual,Player 12,Cardio,3,09/06/2022
Actual,Player 12,Cardio,10,10/06/2022
Actual,Player 12,Cardio,10,13/06/2022
Actual,Player 12,Cardio,5,14/06/2022
Carried over,Player 12,Cardio,10,17/06/2022
Carried over,Player 12,Cardio,10,16/06/2022
Actual,Player 12,Cardio,10,15/06/2022
Actual,Player 12,Cardio,5,20/06/2022
Carried over,Player 12,Cardio,4,29/06/2022
Carried over,Player 12,Cardio,4,28/06/2022
Carried over,Player 12,Cardio,4,27/06/2022
Carried over,Player 12,Cardio,4,24/06/2022
Carried over,Player 12,Cardio,4,23/06/2022
Carried over,Player 12,Cardio,4,22/06/2022
Actual,Player 12,Cardio,4,21/06/2022
Actual,Player 12,Cardio,4,30/06/2022
Carried over,Player 12,Cardio,4,05/07/2022
Carried over,Player 12,Cardio,4,04/07/2022
Actual,Player 12,Cardio,4,01/07/2022
Actual,Player 12,Cardio,3,06/07/2022
Actual,Player 12,Cardio,8,07/07/2022
Actual,Player 12,Cardio,5,08/07/2022
Actual,Player 12,Cardio,3,11/07/2022
Actual,Player 12,Cardio,4,12/07/2022
Actual,Player 12,Cardio,9,13/07/2022
Actual,Player 12,Cardio,6,14/07/2022
Actual,Player 12,Cardio,8,15/07/2022
Actual,Player 12,Cardio,4,18/07/2022
Actual,Player 12,Cardio,5,19/07/2022
Actual,Player 12,Cardio,5,20/07/2022
Actual,Player 12,Cardio,5,21/07/2022
Actual,Player 12,Cardio,10,22/07/2022
Actual,Player 12,Cardio,3,25/07/2022
Actual,Player 12,Cardio,8,26/07/2022
Actual,Player 10,Agility,9,03/01/2022
Carried over,Player 10,Agility,7,05/01/2022
Actual,Player 10,Agility,7,04/01/2022
Actual,Player 10,Agility,4,06/01/2022
Actual,Player 10,Agility,5,07/01/2022
Carried over,Player 10,Agility,6,14/01/2022
Carried over,Player 10,Agility,6,13/01/2022
Carried over,Player 10,Agility,6,12/01/2022
Carried over,Player 10,Agility,6,11/01/2022
Actual,Player 10,Agility,6,10/01/2022
Actual,Player 10,Agility,4,17/01/2022
Actual,Player 10,Agility,10,18/01/2022
Carried over,Player 10,Agility,9,21/01/2022
Carried over,Player 10,Agility,9,20/01/2022
Actual,Player 10,Agility,9,19/01/2022
Carried over,Player 10,Agility,7,25/01/2022
Actual,Player 10,Agility,7,24/01/2022
Carried over,Player 10,Agility,6,27/01/2022
Actual,Player 10,Agility,6,26/01/2022
Carried over,Player 10,Agility,7,31/01/2022
Actual,Player 10,Agility,7,28/01/2022
Actual,Player 10,Agility,9,01/02/2022
Carried over,Player 10,Agility,8,07/02/2022
Carried over,Player 10,Agility,8,04/02/2022
Carried over,Player 10,Agility,8,03/02/2022
Actual,Player 10,Agility,8,02/02/2022
Carried over,Player 10,Agility,9,09/02/2022
Actual,Player 10,Agility,9,08/02/2022
Actual,Player 10,Agility,9,10/02/2022
Carried over,Player 10,Agility,3,14/02/2022
Actual,Player 10,Agility,3,11/02/2022
Carried over,Player 10,Agility,4,16/02/2022
Actual,Player 10,Agility,4,15/02/2022
Carried over,Player 10,Agility,8,21/02/2022
Carried over,Player 10,Agility,8,18/02/2022
Actual,Player 10,Agility,8,17/02/2022
Carried over,Player 10,Agility,3,23/02/2022
Actual,Player 10,Agility,3,22/02/2022
Actual,Player 10,Agility,8,24/02/2022
Carried over,Player 10,Agility,4,28/02/2022
Actual,Player 10,Agility,4,25/02/2022
Carried over,Player 10,Agility,10,02/03/2022
Actual,Player 10,Agility,10,01/03/2022
Actual,Player 10,Agility,7,03/03/2022
Actual,Player 10,Agility,7,04/03/2022
Carried over,Player 10,Agility,5,08/03/2022
Actual,Player 10,Agility,5,07/03/2022
Actual,Player 10,Agility,4,09/03/2022
Actual,Player 10,Agility,6,10/03/2022
Actual,Player 10,Agility,4,11/03/2022
Carried over,Player 10,Agility,8,15/03/2022
Actual,Player 10,Agility,8,14/03/2022
Actual,Player 10,Agility,4,16/03/2022
Actual,Player 10,Agility,7,17/03/2022
Actual,Player 10,Agility,3,18/03/2022
Carried over,Player 10,Agility,6,23/03/2022
Carried over,Player 10,Agility,6,22/03/2022
Actual,Player 10,Agility,6,21/03/2022
Actual,Player 10,Agility,4,24/03/2022
Actual,Player 10,Agility,10,25/03/2022
Actual,Player 10,Agility,4,28/03/2022
Actual,Player 10,Agility,10,29/03/2022
Carried over,Player 10,Agility,10,31/03/2022
Actual,Player 10,Agility,10,30/03/2022
Actual,Player 10,Agility,9,01/04/2022
Actual,Player 10,Agility,8,04/04/2022
Actual,Player 10,Agility,4,05/04/2022
Actual,Player 10,Agility,5,06/04/2022
Carried over,Player 10,Agility,9,08/04/2022
Actual,Player 10,Agility,9,07/04/2022
Actual,Player 10,Agility,4,11/04/2022
Carried over,Player 10,Agility,4,13/04/2022
Actual,Player 10,Agility,4,12/04/2022
Actual,Player 10,Agility,7,14/04/2022
Actual,Player 10,Agility,5,15/04/2022
Actual,Player 10,Agility,5,18/04/2022
Actual,Player 10,Agility,4,19/04/2022
Actual,Player 10,Agility,7,20/04/2022
Actual,Player 10,Agility,4,21/04/2022
Actual,Player 10,Agility,10,22/04/2022
Carried over,Player 10,Agility,9,26/04/2022
Actual,Player 10,Agility,9,25/04/2022
Actual,Player 10,Agility,3,27/04/2022
Carried over,Player 10,Agility,7,03/05/2022
Carried over,Player 10,Agility,7,02/05/2022
Carried over,Player 10,Agility,7,29/04/2022
Actual,Player 10,Agility,7,28/04/2022
Carried over,Player 10,Agility,10,05/05/2022
Actual,Player 10,Agility,10,04/05/2022
Carried over,Player 10,Agility,7,09/05/2022
Actual,Player 10,Agility,7,06/05/2022
Actual,Player 10,Agility,10,10/05/2022
Carried over,Player 10,Agility,10,12/05/2022
Actual,Player 10,Agility,10,11/05/2022
Carried over,Player 10,Agility,4,16/05/2022
Actual,Player 10,Agility,4,13/05/2022
Actual,Player 10,Agility,4,17/05/2022
Carried over,Player 10,Agility,10,20/05/2022
Carried over,Player 10,Agility,10,19/05/2022
Actual,Player 10,Agility,10,18/05/2022
Actual,Player 10,Agility,9,23/05/2022
Actual,Player 10,Agility,3,24/05/2022
Actual,Player 10,Agility,3,25/05/2022
Actual,Player 10,Agility,6,26/05/2022
Actual,Player 10,Agility,3,27/05/2022
Actual,Player 10,Agility,4,30/05/2022
Actual,Player 10,Agility,9,31/05/2022
Actual,Player 10,Agility,5,01/06/2022
Actual,Player 10,Agility,3,02/06/2022
Actual,Player 10,Agility,7,03/06/2022
Carried over,Player 10,Agility,10,07/06/2022
Actual,Player 10,Agility,10,06/06/2022
Actual,Player 10,Agility,8,08/06/2022
Actual,Player 10,Agility,6,09/06/2022
Actual,Player 10,Agility,3,10/06/2022
Carried over,Player 10,Agility,10,14/06/2022
Actual,Player 10,Agility,10,13/06/2022
Carried over,Player 10,Agility,5,16/06/2022
Actual,Player 10,Agility,5,15/06/2022
Actual,Player 10,Agility,7,17/06/2022
Actual,Player 10,Agility,8,20/06/2022
Actual,Player 10,Agility,7,21/06/2022
Actual,Player 10,Agility,8,22/06/2022
Carried over,Player 10,Agility,3,27/06/2022
Carried over,Player 10,Agility,3,24/06/2022
Actual,Player 10,Agility,3,23/06/2022
Actual,Player 10,Agility,10,28/06/2022
Carried over,Player 10,Agility,6,30/06/2022
Actual,Player 10,Agility,6,29/06/2022
Actual,Player 10,Agility,10,01/07/2022
Actual,Player 10,Agility,6,04/07/2022
Actual,Player 10,Agility,10,05/07/2022
Carried over,Player 10,Agility,9,07/07/2022
Actual,Player 10,Agility,9,06/07/2022
Actual,Player 10,Agility,6,08/07/2022
Actual,Player 10,Agility,6,11/07/2022
Actual,Player 10,Agility,10,12/07/2022
Carried over,Player 10,Agility,8,15/07/2022
Carried over,Player 10,Agility,8,14/07/2022
Actual,Player 10,Agility,8,13/07/2022
Actual,Player 10,Agility,10,18/07/2022
Carried over,Player 10,Agility,7,20/07/2022
Actual,Player 10,Agility,7,19/07/2022
Actual,Player 10,Agility,10,21/07/2022
Actual,Player 10,Agility,7,22/07/2022
Actual,Player 10,Agility,7,25/07/2022
Actual,Player 10,Agility,7,26/07/2022
Actual,Player 10,Agility,9,27/07/2022
Actual,Player 10,Agility,5,28/07/2022
Actual,Player 12,Agility,6,03/01/2022
Actual,Player 12,Agility,7,04/01/2022
Carried over,Player 12,Agility,7,07/01/2022
Carried over,Player 12,Agility,7,06/01/2022
Actual,Player 12,Agility,7,05/01/2022
Carried over,Player 12,Agility,7,11/01/2022
Actual,Player 12,Agility,7,10/01/2022
Actual,Player 12,Agility,5,12/01/2022
Actual,Player 12,Agility,5,13/01/2022
Actual,Player 12,Agility,6,14/01/2022
Actual,Player 12,Agility,3,17/01/2022
Actual,Player 12,Agility,9,18/01/2022
Actual,Player 12,Agility,5,19/01/2022
Carried over,Player 12,Agility,10,21/01/2022
Actual,Player 12,Agility,10,20/01/2022
Actual,Player 12,Agility,9,24/01/2022
Actual,Player 12,Agility,8,25/01/2022
Actual,Player 12,Agility,3,26/01/2022
Carried over,Player 12,Agility,5,28/01/2022
Actual,Player 5,Strength Building,9,03/01/2022
Carried over,Player 5,Strength Building,8,05/01/2022
Actual,Player 5,Strength Building,8,04/01/2022
Carried over,Player 5,Strength Building,9,12/01/2022
Carried over,Player 5,Strength Building,9,11/01/2022
Carried over,Player 5,Strength Building,9,10/01/2022
Carried over,Player 5,Strength Building,9,07/01/2022
Actual,Player 5,Strength Building,9,06/01/2022
Actual,Player 5,Strength Building,7,13/01/2022
Actual,Player 5,Strength Building,5,14/01/2022
Carried over,Player 5,Strength Building,6,19/01/2022
Carried over,Player 5,Strength Building,6,18/01/2022
Actual,Player 5,Strength Building,6,17/01/2022
Actual,Player 5,Strength Building,8,20/01/2022
Actual,Player 5,Strength Building,6,21/01/2022
Actual,Player 5,Strength Building,7,24/01/2022
Carried over,Player 5,Strength Building,3,26/01/2022
Actual,Player 5,Strength Building,3,25/01/2022
Carried over,Player 5,Strength Building,8,28/01/2022
Actual,Player 5,Strength Building,8,27/01/2022
Actual,Player 5,Strength Building,6,31/01/2022
Carried over,Player 5,Strength Building,3,03/02/2022
Carried over,Player 5,Strength Building,3,02/02/2022
Actual,Player 5,Strength Building,3,01/02/2022
Actual,Player 5,Strength Building,5,04/02/2022
Actual,Player 5,Strength Building,6,07/02/2022
Actual,Player 5,Strength Building,8,08/02/2022
Actual,Player 5,Strength Building,5,09/02/2022
Carried over,Player 5,Strength Building,6,11/02/2022
Actual,Player 5,Strength Building,6,10/02/2022
Actual,Player 5,Strength Building,6,14/02/2022
Actual,Player 5,Strength Building,4,15/02/2022
Carried over,Player 5,Strength Building,6,17/02/2022
Actual,Player 5,Strength Building,6,16/02/2022
Carried over,Player 5,Strength Building,7,21/02/2022
Actual,Player 5,Strength Building,7,18/02/2022
Actual,Player 5,Strength Building,9,22/02/2022
Actual,Player 5,Strength Building,4,23/02/2022
Actual,Player 5,Strength Building,7,24/02/2022
Carried over,Player 5,Strength Building,3,01/03/2022
Carried over,Player 5,Strength Building,3,28/02/2022
Actual,Player 5,Strength Building,3,25/02/2022
Actual,Player 5,Strength Building,9,02/03/2022
Actual,Player 5,Strength Building,8,03/03/2022
Carried over,Player 5,Strength Building,4,07/03/2022
Actual,Player 5,Strength Building,4,04/03/2022
Actual,Player 5,Strength Building,7,08/03/2022
Actual,Player 5,Strength Building,10,09/03/2022
Actual,Player 5,Strength Building,7,10/03/2022
Actual,Player 5,Strength Building,10,11/03/2022
Actual,Player 5,Strength Building,5,14/03/2022
Actual,Player 5,Strength Building,9,15/03/2022
Actual,Player 5,Strength Building,10,16/03/2022
Actual,Player 5,Strength Building,6,17/03/2022
Actual,Player 5,Strength Building,8,18/03/2022
Actual,Player 5,Strength Building,8,21/03/2022
Carried over,Player 5,Strength Building,7,24/03/2022
Carried over,Player 5,Strength Building,7,23/03/2022
Actual,Player 5,Strength Building,7,22/03/2022
Carried over,Player 5,Strength Building,9,28/03/2022
Actual,Player 5,Strength Building,9,25/03/2022
Carried over,Player 5,Strength Building,3,01/04/2022
Carried over,Player 5,Strength Building,3,31/03/2022
Carried over,Player 5,Strength Building,3,30/03/2022
Actual,Player 5,Strength Building,3,29/03/2022
Actual,Player 5,Strength Building,3,04/04/2022
Actual,Player 5,Strength Building,10,05/04/2022
Carried over,Player 5,Strength Building,3,07/04/2022
Actual,Player 5,Strength Building,3,06/04/2022
Actual,Player 5,Strength Building,7,08/04/2022
Carried over,Player 5,Strength Building,8,12/04/2022
Actual,Player 5,Strength Building,8,11/04/2022
Carried over,Player 5,Strength Building,4,19/04/2022
Carried over,Player 5,Strength Building,4,18/04/2022
Carried over,Player 5,Strength Building,4,15/04/2022
Carried over,Player 5,Strength Building,4,14/04/2022
Actual,Player 5,Strength Building,4,13/04/2022
Actual,Player 5,Strength Building,10,20/04/2022
Actual,Player 5,Strength Building,9,21/04/2022
Actual,Player 5,Strength Building,10,22/04/2022
Actual,Player 5,Strength Building,7,25/04/2022
Carried over,Player 5,Strength Building,6,27/04/2022
Actual,Player 5,Strength Building,6,26/04/2022
Carried over,Player 5,Strength Building,6,29/04/2022
Actual,Player 5,Strength Building,6,28/04/2022
Carried over,Player 5,Strength Building,9,03/05/2022
Actual,Player 5,Strength Building,9,02/05/2022
Actual,Player 5,Strength Building,7,04/05/2022
Actual,Player 5,Strength Building,3,05/05/2022
Actual,Player 5,Strength Building,8,06/05/2022
Carried over,Player 5,Strength Building,8,11/05/2022
Carried over,Player 5,Strength Building,8,10/05/2022
Actual,Player 5,Strength Building,8,09/05/2022
Actual,Player 5,Strength Building,10,12/05/2022
Carried over,Player 5,Strength Building,3,17/05/2022
Carried over,Player 5,Strength Building,3,16/05/2022
Actual,Player 5,Strength Building,3,13/05/2022
Carried over,Player 5,Strength Building,5,19/05/2022
Actual,Player 5,Strength Building,5,18/05/2022
Carried over,Player 5,Strength Building,10,23/05/2022
Actual,Player 5,Strength Building,10,20/05/2022
Actual,Player 5,Strength Building,4,24/05/2022
Actual,Player 5,Strength Building,10,25/05/2022
Actual,Player 5,Strength Building,7,26/05/2022
Actual,Player 5,Strength Building,7,27/05/2022
Actual,Player 5,Strength Building,9,30/05/2022
Actual,Player 5,Strength Building,3,31/05/2022
Carried over,Player 5,Strength Building,7,03/06/2022
Carried over,Player 5,Strength Building,7,02/06/2022
Actual,Player 5,Strength Building,7,01/06/2022
Actual,Player 5,Strength Building,5,06/06/2022
Carried over,Player 5,Strength Building,7,08/06/2022
Actual,Player 5,Strength Building,7,07/06/2022
Carried over,Player 5,Strength Building,8,14/06/2022
Carried over,Player 5,Strength Building,8,13/06/2022
Carried over,Player 5,Strength Building,8,10/06/2022
Actual,Player 5,Strength Building,8,09/06/2022
Actual,Player 5,Strength Building,5,15/06/2022
Carried over,Player 5,Strength Building,6,22/06/2022
Carried over,Player 5,Strength Building,6,21/06/2022
Carried over,Player 5,Strength Building,6,20/06/2022
Carried over,Player 5,Strength Building,6,17/06/2022
Actual,Player 5,Strength Building,6,16/06/2022
Actual,Player 5,Strength Building,3,23/06/2022
Actual,Player 5,Strength Building,10,24/06/2022
Actual,Player 5,Strength Building,5,27/06/2022
Actual,Player 5,Strength Building,5,28/06/2022
Actual,Player 5,Strength Building,5,29/06/2022
Carried over,Player 5,Strength Building,5,04/07/2022
Carried over,Player 5,Strength Building,5,01/07/2022
Actual,Player 5,Strength Building,5,30/06/2022
Carried over,Player 5,Strength Building,10,06/07/2022
Actual,Player 5,Strength Building,10,05/07/2022
Carried over,Player 5,Strength Building,7,11/07/2022
Carried over,Player 5,Strength Building,7,08/07/2022
Actual,Player 5,Strength Building,7,07/07/2022
Actual,Player 5,Strength Building,3,12/07/2022
Actual,Player 5,Strength Building,9,13/07/2022
Actual,Player 5,Strength Building,7,14/07/2022
Actual,Player 5,Strength Building,9,15/07/2022
Carried over,Player 5,Strength Building,5,19/07/2022
Actual,Player 5,Strength Building,5,18/07/2022
Actual,Player 5,Strength Building,4,20/07/2022
Carried over,Player 5,Strength Building,4,22/07/2022
Actual,Player 5,Strength Building,4,21/07/2022
Actual,Player 5,Strength Building,6,25/07/2022
Actual,Player 5,Strength Building,6,26/07/2022
Carried over,Player 5,Strength Building,5,28/07/2022
Actual,Player 5,Strength Building,5,27/07/2022
Carried over,Player 14,Strength Building,4,04/01/2022
Actual,Player 14,Strength Building,4,03/01/2022
Actual,Player 14,Strength Building,5,05/01/2022
Actual,Player 14,Strength Building,9,06/01/2022
Carried over,Player 14,Strength Building,3,10/01/2022
Actual,Player 14,Strength Building,3,07/01/2022
Actual,Player 14,Strength Building,3,11/01/2022
Actual,Player 14,Strength Building,8,12/01/2022
Actual,Player 14,Strength Building,8,13/01/2022
Carried over,Player 14,Strength Building,7,18/01/2022
Carried over,Player 14,Strength Building,7,17/01/2022
Actual,Player 14,Strength Building,7,14/01/2022
Actual,Player 14,Strength Building,7,19/01/2022
Actual,Player 14,Strength Building,10,20/01/2022
Carried over,Player 14,Strength Building,7,24/01/2022
Actual,Player 14,Strength Building,7,21/01/2022
Actual,Player 14,Strength Building,4,25/01/2022
Actual,Player 14,Strength Building,5,26/01/2022
Actual,Player 14,Strength Building,5,27/01/2022
Carried over,Player 14,Strength Building,7,31/01/2022
Actual,Player 14,Strength Building,7,28/01/2022
Actual,Player 14,Strength Building,8,01/02/2022
Actual,Player 14,Strength Building,10,02/02/2022
Actual,Player 14,Strength Building,6,03/02/2022
Carried over,Player 14,Strength Building,7,08/02/2022
Carried over,Player 14,Strength Building,7,07/02/2022
Actual,Player 14,Strength Building,7,04/02/2022
Actual,Player 14,Strength Building,4,09/02/2022
Actual,Player 14,Strength Building,5,10/02/2022
Actual,Player 14,Strength Building,6,11/02/2022
