Flight Details,Flow Card?,Bags Checked,Meal Type
2024-08-07//PA010//Tokyo-New York//Premium Economy//1150,0,1,None
2024-05-19//PA009//New York-Tokyo//Business Class//685.19999999999993,1,3,Egg Free
2024-02-12//PA005//London-Tokyo//Premium Economy//1157.5,1,0,Vegan
2024-04-25//PA001//London-New York//First Class//295,1,3,None
2024-02-17//PA002//New York-London//Business Class//692.39999999999998,0,1,Dairy Free
2024-10-08//PA003//London-Perth//Business Class//655.19999999999993,1,1,Egg Free
2024-02-12//PA011//Perth-Tokyo//First Class//207,1,3,Vegetarian
2024-06-26//PA008//Perth-New York//Premium Economy//1592.5,1,0,Vegan
2024-09-30//PA008//Perth-New York//Business Class//417.59999999999997,0,0,Dairy Free
2024-11-09//PA012//Tokyo-Perth//First Class//275,1,2,Vegetarian
2024-05-22//PA006//Tokyo-London//Business Class//660,1,1,Vegan
2024-12-05//PA010//Tokyo-New York//First Class//672,0,0,Vegetarian
2024-08-05//PA007//New York-Perth//Business Class//481.19999999999999,1,3,Egg Free
2024-05-10//PA011//Perth-Tokyo//Premium Economy//1277.5,1,2,Egg Free
2024-09-06//PA007//New York-Perth//Economy//3380,0,2,Nut Free
2024-02-17//PA002//New York-London//First Class//277,0,3,Egg Free
2024-03-07//PA003//London-Perth//Business Class//596.39999999999998,0,1,None
2024-02-11//PA012//Tokyo-Perth//Business Class//595.19999999999993,1,1,None
2024-07-25//PA004//Perth-London//Business Class//822,1,1,Nut Free
2024-04-24//PA001//London-New York//Business Class//382.80000000000001,0,0,Dairy Free
2024-07-30//PA002//New York-London//Premium Economy//1527.5,0,1,Vegan
2024-07-30//PA006//Tokyo-London//Premium Economy//1692.5,0,0,None
2024-12-25//PA004//Perth-London//Business Class//303.59999999999997,1,2,Vegan
2024-06-27//PA012//Tokyo-Perth//Business Class//835.19999999999993,1,2,Dairy Free
2024-08-09//PA008//Perth-New York//First Class//665,1,3,None
2024-04-15//PA006//Tokyo-London//First Class//678,1,1,Egg Free
2024-07-18//PA003//London-Perth//Business Class//786,0,3,Egg Free
2024-10-05//PA012//Tokyo-Perth//Business Class//252,1,1,None
2024-11-16//PA011//Perth-Tokyo//Business Class//691.19999999999993,0,0,Dairy Free
2024-05-28//PA008//Perth-New York//First Class//529,0,3,Vegetarian
2024-12-20//PA005//London-Tokyo//Premium Economy//922.5,0,3,Dairy Free
2024-06-12//PA007//New York-Perth//Business Class//721.19999999999993,1,3,Vegetarian
2024-10-23//PA002//New York-London//Business Class//276,1,2,Nut Free
2024-06-05//PA005//London-Tokyo//First Class//539,1,0,Dairy Free
2024-02-22//PA001//London-New York//Premium Economy//680,0,3,None
2024-01-04//PA010//Tokyo-New York//Business Class//577.19999999999993,0,0,Nut Free
2024-05-01//PA010//Tokyo-New York//Economy//1250,1,0,Vegan
2024-08-23//PA003//London-Perth//First Class//416,0,2,Vegan
2024-10-18//PA001//London-New York//Business Class//331.19999999999999,1,1,None
2024-09-10//PA012//Tokyo-Perth//Business Class//823.19999999999993,1,0,Vegan
2024-08-09//PA007//New York-Perth//Business Class//241.19999999999999,1,3,Dairy Free
2024-08-27//PA002//New York-London//Business Class//470.39999999999998,1,1,Nut Free
2024-04-13//PA003//London-Perth//Premium Economy//577.5,0,1,Egg Free
2024-02-28//PA011//Perth-Tokyo//Business Class//400.80000000000001,0,0,None
2024-02-15//PA011//Perth-Tokyo//First Class//371,1,0,Nut Free
2024-11-21//PA003//London-Perth//First Class//469,1,1,Vegetarian
2024-07-13//PA011//Perth-Tokyo//Premium Economy//1615,0,1,Egg Free
2024-02-02//PA001//London-New York//Business Class//358.80000000000001,1,0,Vegan
2024-12-13//PA008//Perth-New York//First Class//208,1,2,Nut Free
2024-03-04//PA007//New York-Perth//Premium Economy//1665,0,1,Egg Free
2024-07-02//PA003//London-Perth//First Class//357,1,0,Dairy Free
2024-04-19//PA012//Tokyo-Perth//Premium Economy//1650,0,1,Dairy Free
2024-03-15//PA012//Tokyo-Perth//First Class//368,0,3,Dairy Free
2024-08-14//PA007//New York-Perth//Economy//1110,0,0,Vegetarian
2024-06-03//PA001//London-New York//Economy//3140,0,1,Dairy Free
2024-10-22//PA012//Tokyo-Perth//Business Class//810,0,1,None
2024-11-02//PA007//New York-Perth//Premium Economy//885,1,2,Nut Free
2024-02-04//PA005//London-Tokyo//Business Class//415.19999999999999,0,2,Nut Free
2024-08-09//PA010//Tokyo-New York//Business Class//242.39999999999998,0,1,Dairy Free
2024-04-12//PA010//Tokyo-New York//First Class//670,0,2,Vegan
2024-08-11//PA006//Tokyo-London//Premium Economy//1127.5,0,3,Vegan
2024-04-24//PA010//Tokyo-New York//Premium Economy//1467.5,0,0,Dairy Free
2024-09-26//PA005//London-Tokyo//Premium Economy//945,0,2,Nut Free
2024-09-29//PA002//New York-London//Business Class//260.39999999999998,1,0,Vegetarian
2024-01-19//PA006//Tokyo-London//Premium Economy//710,0,0,Dairy Free
2024-09-07//PA002//New York-London//First Class//571,0,1,Nut Free
2024-06-04//PA010//Tokyo-New York//Business Class//603.60000000000002,0,1,Vegan
2024-12-10//PA006//Tokyo-London//First Class//358,0,1,Egg Free
2024-06-22//PA011//Perth-Tokyo//Economy//2485,0,0,Nut Free
2024-10-12//PA003//London-Perth//First Class//398,0,3,None
2024-05-01//PA004//Perth-London//Economy//2635,0,3,Vegan
2024-07-24//PA009//New York-Tokyo//Economy//2040,1,2,Dairy Free
2024-08-16//PA008//Perth-New York//Premium Economy//765,1,1,Nut Free
2024-06-25//PA012//Tokyo-Perth//Business Class//475.19999999999999,0,1,Nut Free
2024-08-21//PA010//Tokyo-New York//Economy//1225,1,2,Nut Free
2024-03-18//PA002//New York-London//Premium Economy//1617.5,1,3,Vegetarian
2024-10-03//PA012//Tokyo-Perth//Economy//2055,0,0,None
2024-12-20//PA001//London-New York//First Class//473,1,1,None
2024-02-03//PA005//London-Tokyo//Business Class//330,1,3,Vegan
2024-10-08//PA006//Tokyo-London//First Class//654,0,0,Vegetarian
2024-04-15//PA008//Perth-New York//Business Class//520.79999999999995,0,0,Vegan
2024-09-08//PA008//Perth-New York//First Class//611,0,2,Nut Free
2024-08-17//PA001//London-New York//Premium Economy//522.5,1,1,Vegan
2024-07-26//PA005//London-Tokyo//Premium Economy//1507.5,0,0,None
2024-08-25//PA002//New York-London//First Class//370,1,1,None
2024-09-18//PA011//Perth-Tokyo//Business Class//694.79999999999995,1,0,Dairy Free
2024-02-16//PA010//Tokyo-New York//First Class//340,1,1,None
2024-08-10//PA003//London-Perth//Business Class//632.39999999999998,0,0,Nut Free
2024-05-31//PA009//New York-Tokyo//First Class//447,0,2,Egg Free
2024-08-01//PA004//Perth-London//First Class//499,0,3,Vegetarian
2024-02-07//PA008//Perth-New York//Premium Economy//632.5,0,2,Vegan
2024-05-01//PA005//London-Tokyo//Economy//1810,1,0,Dairy Free
2024-01-13//PA010//Tokyo-New York//Economy//2930,0,0,Vegan
2024-09-08//PA006//Tokyo-London//Economy//1865,1,1,Dairy Free
2024-02-22//PA009//New York-Tokyo//Business Class//655.19999999999993,0,2,Vegan
2024-02-17//PA007//New York-Perth//Economy//2770,0,2,None
2024-10-22//PA004//Perth-London//Economy//2390,0,2,None
2024-10-18//PA002//New York-London//First Class//532,0,3,Egg Free
2024-07-10//PA010//Tokyo-New York//Economy//2920,1,3,Vegan
2024-03-29//PA007//New York-Perth//First Class//698,1,3,Vegan
2024-02-07//PA004//Perth-London//Premium Economy//1045,1,0,Egg Free
2024-03-11//PA010//Tokyo-New York//First Class//561,1,0,None
2024-11-28//PA004//Perth-London//Economy//1220,1,3,Egg Free
2024-07-22//PA012//Tokyo-Perth//Business Class//411.59999999999997,0,3,Nut Free
2024-05-22//PA012//Tokyo-Perth//First Class//223,0,2,Vegan
2024-06-12//PA001//London-New York//Business Class//328.80000000000001,1,1,Egg Free
2024-08-17//PA003//London-Perth//Economy//1570,0,2,None
2024-02-28//PA003//London-Perth//First Class//660,1,1,Vegan
2024-02-17//PA012//Tokyo-Perth//Economy//1845,0,1,Vegan
2024-11-12//PA006//Tokyo-London//Business Class//546,1,1,Vegan
2024-12-10//PA005//London-Tokyo//Economy//1510,0,1,Dairy Free
2024-11-08//PA003//London-Perth//First Class//698,0,1,None
2024-03-31//PA002//New York-London//Premium Economy//1397.5,0,1,None
2024-05-28//PA007//New York-Perth//First Class//622,1,0,Egg Free
2024-08-25//PA002//New York-London//First Class//576,0,1,Egg Free
2024-04-13//PA010//Tokyo-New York//First Class//283,1,3,Dairy Free
2024-05-06//PA004//Perth-London//Economy//1905,1,0,Nut Free
2024-11-11//PA011//Perth-Tokyo//Premium Economy//1080,1,2,Vegetarian
2024-10-21//PA008//Perth-New York//Premium Economy//1212.5,1,2,Nut Free
2024-05-03//PA009//New York-Tokyo//First Class//437,0,3,Dairy Free
2024-11-12//PA005//London-Tokyo//Economy//2600,0,0,None
2024-01-31//PA002//New York-London//First Class//328,0,1,Egg Free
2024-01-22//PA005//London-Tokyo//Business Class//376.80000000000001,0,1,None
2024-12-02//PA004//Perth-London//Economy//2870,1,2,Vegetarian
2024-11-15//PA001//London-New York//Premium Economy//1590,1,3,Vegetarian
2024-03-07//PA001//London-New York//Premium Economy//1417.5,0,0,None
2024-07-10//PA007//New York-Perth//Economy//1695,0,1,None
2024-10-25//PA006//Tokyo-London//Business Class//726,1,1,Dairy Free
2024-05-19//PA006//Tokyo-London//First Class//304,0,2,Dairy Free
2024-11-25//PA009//New York-Tokyo//Business Class//732,0,2,Vegan
2024-07-30//PA005//London-Tokyo//Premium Economy//877.5,0,3,None
2024-01-17//PA010//Tokyo-New York//Premium Economy//1417.5,1,1,Vegan
2024-04-14//PA011//Perth-Tokyo//Business Class//249.59999999999999,1,1,Nut Free
2024-08-26//PA007//New York-Perth//Business Class//342,1,3,Dairy Free
2024-04-05//PA002//New York-London//Business Class//820.79999999999995,0,2,Egg Free
2024-11-05//PA009//New York-Tokyo//Economy//2825,1,3,Vegetarian
2024-10-30//PA003//London-Perth//Economy//3145,0,2,Vegan
2024-04-06//PA009//New York-Tokyo//Premium Economy//985,0,3,Dairy Free
2024-04-27//PA001//London-New York//First Class//633,1,0,Egg Free
2024-11-13//PA001//London-New York//Business Class//438,0,3,Vegetarian
2024-03-10//PA010//Tokyo-New York//Premium Economy//1480,1,2,None
2024-01-29//PA007//New York-Perth//First Class//502,0,1,Egg Free
2024-06-28//PA002//New York-London//Economy//1890,1,1,Vegetarian
2024-03-05//PA006//Tokyo-London//Economy//3315,0,2,Egg Free
2024-05-01//PA002//New York-London//Business Class//697.19999999999993,1,1,Dairy Free
2024-01-16//PA009//New York-Tokyo//First Class//497,0,3,Egg Free
2024-02-05//PA006//Tokyo-London//Economy//1950,0,2,Dairy Free
2024-10-19//PA010//Tokyo-New York//Business Class//835.19999999999993,0,0,None
2024-08-12//PA006//Tokyo-London//First Class//229,0,1,Nut Free
2024-04-05//PA003//London-Perth//First Class//315,1,3,Egg Free
2024-01-22//PA007//New York-Perth//First Class//392,0,2,Dairy Free
2024-11-10//PA008//Perth-New York//First Class//554,1,1,Egg Free
2024-04-21//PA006//Tokyo-London//Business Class//736.79999999999995,0,0,Vegetarian
2024-03-16//PA010//Tokyo-New York//Premium Economy//790,0,0,Egg Free
2024-04-21//PA006//Tokyo-London//Economy//3185,0,3,Nut Free
2024-02-22//PA006//Tokyo-London//Business Class//537.60000000000002,0,1,Nut Free
2024-08-19//PA005//London-Tokyo//Economy//1905,0,1,Vegan
2024-02-27//PA002//New York-London//First Class//688,0,0,Vegan
2024-05-20//PA006//Tokyo-London//First Class//445,0,3,Vegetarian
2024-10-22//PA001//London-New York//Premium Economy//1505,0,1,Egg Free
2024-04-08//PA011//Perth-Tokyo//Economy//2285,0,1,Vegan
2024-06-15//PA008//Perth-New York//First Class//385,0,1,Dairy Free
2024-12-02//PA001//London-New York//First Class//543,1,2,Vegetarian
2024-05-09//PA003//London-Perth//Business Class//796.79999999999995,1,0,None
2024-05-14//PA007//New York-Perth//Premium Economy//922.5,0,3,Vegetarian
2024-10-24//PA011//Perth-Tokyo//Business Class//702,0,3,Egg Free
2024-08-04//PA008//Perth-New York//Economy//1740,1,1,Dairy Free
2024-05-07//PA012//Tokyo-Perth//Business Class//730.79999999999995,0,3,None
2024-01-18//PA003//London-Perth//Business Class//813.60000000000002,0,3,Vegan
2024-07-02//PA009//New York-Tokyo//Business Class//694.79999999999995,1,2,Dairy Free
2024-06-27//PA007//New York-Perth//Premium Economy//720,1,2,Vegan
2024-09-23//PA003//London-Perth//Economy//1890,0,1,Dairy Free
2024-08-17//PA011//Perth-Tokyo//Economy//3220,0,2,None
2024-02-15//PA002//New York-London//Economy//2965,0,3,Egg Free
2024-10-01//PA010//Tokyo-New York//Business Class//349.19999999999999,0,2,Dairy Free
2024-03-21//PA005//London-Tokyo//Economy//1370,1,0,Vegan
2024-04-14//PA004//Perth-London//Business Class//362.39999999999998,1,0,Dairy Free
2024-11-20//PA007//New York-Perth//Business Class//651.60000000000002,0,0,Vegan
2024-02-13//PA010//Tokyo-New York//Premium Economy//1647.5,1,0,Dairy Free
2024-12-05//PA004//Perth-London//Economy//1335,0,0,Vegan
2024-06-28//PA001//London-New York//Business Class//550.79999999999995,1,2,Vegetarian
2024-05-26//PA006//Tokyo-London//First Class//349,1,1,Nut Free
2024-10-22//PA007//New York-Perth//First Class//458,1,0,None
2024-10-01//PA006//Tokyo-London//Business Class//343.19999999999999,1,2,Vegetarian
2024-01-07//PA001//London-New York//Business Class//662.39999999999998,0,3,Nut Free
2024-09-25//PA009//New York-Tokyo//Premium Economy//1140,0,0,Vegan
2024-11-06//PA006//Tokyo-London//Premium Economy//1207.5,1,0,None
2024-01-19//PA006//Tokyo-London//First Class//392,0,2,Vegan
2024-02-22//PA008//Perth-New York//First Class//254,1,3,Dairy Free
2024-05-24//PA009//New York-Tokyo//Business Class//514.79999999999995,1,3,Egg Free
2024-04-30//PA012//Tokyo-Perth//Premium Economy//1452.5,1,0,Vegetarian
2024-08-28//PA011//Perth-Tokyo//Business Class//428.39999999999998,0,3,Vegetarian
2024-12-14//PA001//London-New York//Premium Economy//990,0,1,Vegan
2024-02-01//PA011//Perth-Tokyo//Economy//2425,1,2,Nut Free
2024-07-25//PA009//New York-Tokyo//Premium Economy//750,1,0,Vegetarian
2024-10-19//PA006//Tokyo-London//Premium Economy//962.5,0,0,None
2024-11-01//PA012//Tokyo-Perth//First Class//608,1,1,None
2024-02-16//PA006//Tokyo-London//Business Class//402,0,3,Vegan
2024-01-07//PA011//Perth-Tokyo//First Class//368,0,2,None
2024-11-25//PA010//Tokyo-New York//Economy//2930,1,2,Egg Free
2024-08-27//PA005//London-Tokyo//First Class//516,0,3,Vegetarian
2024-11-08//PA009//New York-Tokyo//First Class//431,1,3,Vegan
2024-03-27//PA010//Tokyo-New York//First Class//498,0,1,Vegetarian
2024-02-07//PA001//London-New York//Business Class//249.59999999999999,1,0,None
2024-06-14//PA003//London-Perth//Economy//1405,0,0,Nut Free
2024-11-15//PA005//London-Tokyo//First Class//424,1,1,Nut Free
2024-08-26//PA001//London-New York//First Class//571,0,3,Nut Free
2024-02-17//PA003//London-Perth//Business Class//714,0,3,None
2024-07-10//PA004//Perth-London//Economy//2355,0,2,Dairy Free
2024-11-05//PA003//London-Perth//First Class//660,1,0,Vegan
2024-12-29//PA010//Tokyo-New York//Business Class//603.60000000000002,1,3,Egg Free
2024-09-05//PA003//London-Perth//Business Class//794.39999999999998,0,2,Nut Free
2024-02-11//PA007//New York-Perth//Business Class//824.39999999999998,1,3,Dairy Free
2024-07-20//PA003//London-Perth//First Class//582,0,3,Dairy Free
2024-06-23//PA010//Tokyo-New York//Premium Economy//1570,0,2,Egg Free
2024-10-26//PA002//New York-London//Premium Economy//920,0,1,None
2024-01-21//PA005//London-Tokyo//First Class//687,0,0,Vegetarian
2024-12-07//PA009//New York-Tokyo//Economy//1615,1,1,Vegetarian
2024-10-29//PA007//New York-Perth//First Class//477,1,1,Dairy Free
2024-08-22//PA003//London-Perth//Economy//2360,1,2,Vegetarian
2024-11-23//PA007//New York-Perth//First Class//490,0,3,Egg Free
2024-09-29//PA009//New York-Tokyo//Economy//2370,0,0,Vegan
2024-01-31//PA004//Perth-London//First Class//289,1,2,Nut Free
2024-05-27//PA007//New York-Perth//Premium Economy//1252.5,0,3,Nut Free
2024-06-11//PA001//London-New York//Premium Economy//1340,1,2,Nut Free
2024-03-09//PA003//London-Perth//Premium Economy//1362.5,0,3,Vegan
2024-01-05//PA012//Tokyo-Perth//Business Class//336,1,3,Vegetarian
2024-06-30//PA006//Tokyo-London//Business Class//685.19999999999993,1,3,Dairy Free
2024-12-15//PA003//London-Perth//Business Class//644.39999999999998,0,3,Dairy Free
2024-07-11//PA002//New York-London//Premium Economy//777.5,1,3,Vegan
2024-07-29//PA001//London-New York//First Class//384,1,0,Vegan
2024-08-13//PA010//Tokyo-New York//Business Class//289.19999999999999,1,1,Vegetarian
2024-02-12//PA001//London-New York//Business Class//295.19999999999999,0,3,None
2024-07-29//PA012//Tokyo-Perth//First Class//554,1,2,Nut Free
2024-07-05//PA010//Tokyo-New York//Premium Economy//670,1,0,Egg Free
2024-02-01//PA011//Perth-Tokyo//First Class//623,1,2,None
2024-10-16//PA006//Tokyo-London//Premium Economy//1255,1,3,Nut Free
2024-06-24//PA010//Tokyo-New York//First Class//438,0,2,Vegetarian
2024-06-22//PA008//Perth-New York//Economy//1785,0,2,Vegetarian
2024-03-27//PA006//Tokyo-London//Economy//2755,0,0,Nut Free
2024-09-12//PA002//New York-London//Premium Economy//1407.5,1,0,Vegetarian
2024-01-25//PA001//London-New York//Business Class//565.19999999999993,1,1,Nut Free
2024-09-07//PA008//Perth-New York//Business Class//698.39999999999998,1,3,Egg Free
2024-12-13//PA012//Tokyo-Perth//Premium Economy//1092.5,1,2,None
2024-02-22//PA002//New York-London//Premium Economy//1027.5,1,2,None
2024-05-02//PA003//London-Perth//Business Class//640.79999999999995,0,0,Vegetarian
2024-02-15//PA005//London-Tokyo//Economy//1800,1,0,None
2024-06-22//PA011//Perth-Tokyo//Economy//2725,1,2,Nut Free
2024-03-17//PA005//London-Tokyo//Economy//2350,1,2,Nut Free
2024-08-23//PA012//Tokyo-Perth//Premium Economy//557.5,0,0,Nut Free
2024-03-04//PA008//Perth-New York//Premium Economy//1215,1,0,None
2024-12-15//PA006//Tokyo-London//Premium Economy//1140,1,2,Dairy Free
2024-01-02//PA010//Tokyo-New York//Business Class//507.59999999999997,1,2,Egg Free
2024-11-13//PA011//Perth-Tokyo//First Class//353,1,2,Vegetarian
2024-03-31//PA002//New York-London//Premium Economy//542.5,0,3,None
2024-07-13//PA006//Tokyo-London//Economy//3375,1,2,Nut Free
2024-09-12//PA004//Perth-London//Economy//1645,1,0,Vegetarian
2024-02-27//PA002//New York-London//First Class//325,1,0,Vegan
2024-11-10//PA009//New York-Tokyo//First Class//293,0,0,Vegetarian
2024-08-04//PA007//New York-Perth//Economy//2390,1,0,None
2024-07-31//PA006//Tokyo-London//Business Class//358.80000000000001,0,2,None
2024-09-05//PA001//London-New York//Premium Economy//1202.5,1,0,Egg Free
2024-03-02//PA011//Perth-Tokyo//Business Class//711.60000000000002,0,1,Egg Free
2024-02-03//PA012//Tokyo-Perth//Premium Economy//1315,0,3,None
2024-06-30//PA011//Perth-Tokyo//First Class//346,0,3,Egg Free
2024-08-13//PA007//New York-Perth//Premium Economy//815,1,0,Nut Free
2024-06-04//PA009//New York-Tokyo//Premium Economy//1525,1,2,None
2024-02-12//PA003//London-Perth//Business Class//367.19999999999999,0,0,Egg Free
2024-07-17//PA006//Tokyo-London//Business Class//612,0,0,Vegan
2024-12-18//PA012//Tokyo-Perth//Economy//2565,1,3,Nut Free
2024-05-14//PA002//New York-London//Business Class//667.19999999999993,1,2,Vegan
2024-07-29//PA003//London-Perth//Premium Economy//615,1,1,Nut Free
2024-06-03//PA007//New York-Perth//First Class//636,1,1,Egg Free
2024-02-09//PA005//London-Tokyo//First Class//519,1,2,Vegetarian
2024-09-23//PA005//London-Tokyo//Business Class//367.19999999999999,0,2,Egg Free
2024-09-10//PA011//Perth-Tokyo//Business Class//624,0,2,Vegetarian
2024-03-10//PA008//Perth-New York//Premium Economy//1737.5,1,1,Vegetarian
2024-10-12//PA003//London-Perth//First Class//666,0,3,Vegetarian
2024-01-31//PA002//New York-London//Business Class//343.19999999999999,0,3,Dairy Free
2024-11-27//PA011//Perth-Tokyo//First Class//509,1,1,Vegetarian
2024-05-25//PA003//London-Perth//Economy//2395,0,1,Vegan
2024-06-20//PA005//London-Tokyo//Economy//2130,0,0,None
2024-06-26//PA002//New York-London//First Class//335,1,0,Vegan
2024-09-25//PA010//Tokyo-New York//Economy//2200,0,0,Nut Free
