Document Index (generated),conn_country,Album Name,Artist Name,Track Name,ms_played,reason_end,reason_start,shuffle,skipped,spotify_track_uri,ts
2042,GB,.5: The Gray Chapter,Slipknot,Killpop,1380,fwdbtn,fwdbtn,False,,spotify:track:6AAZigYqOch79lKcrSBOv0,2020-06-27T01:26:12Z
1301,GB,Eminem Presents The Re-Up,Stat Quo,Tryin' Ta Win - Album Version (Edited),870,fwdbtn,fwdbtn,False,,spotify:track:6nzTd1ZxQlEOVEeThaSjik,2016-07-01T08:04:22Z
8874,GB,Come What(ever) May,Stone Sour,Wicked Game - Acoustic; Live,6310,fwdbtn,fwdbtn,False,,spotify:track:3V1H6liHwCDcWeqdPJabOM,2017-10-17T16:57:41Z
6091,GB,"House of Gold & Bones, Part 1",Stone Sour,Absolute Zero,0,fwdbtn,fwdbtn,False,,spotify:track:14EORgkbXqIx5K4Haucmnb,2017-10-17T16:57:31Z
9574,GB,"House of Gold & Bones, Part 1",Stone Sour,Taciturn,17450,fwdbtn,fwdbtn,False,,spotify:track:0pVL6gE6ebXHExO9IzrJDQ,2021-12-08T23:10:24Z
5491,GB,The End Is Where We Begin,Thousand Foot Krutch,Courtesy Call,17980,fwdbtn,fwdbtn,False,,spotify:track:4m5FMVGO6GELhcL0byhQj9,2017-10-17T16:54:16Z
4332,GB,One-X,Three Days Grace,Get Out Alive,188130,fwdbtn,fwdbtn,False,,spotify:track:6hHpXo2XMMKR5lIfa19aLM,2017-10-17T16:53:21Z
1819,GB,Sleeping on Your Style,Thundamentals,My Lady (feat. Ray Mann),0,fwdbtn,fwdbtn,False,,spotify:track:3fvzhkG0FMOWbOa5iIOZwt,2018-04-25T15:03:43Z
1242,GB,Trapt,Trapt,Headstrong,1660,fwdbtn,fwdbtn,False,,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,2017-11-02T10:34:14Z
8694,GB,Twenty One Pilots,Twenty One Pilots,Implicit Demand For Proof,0,fwdbtn,fwdbtn,False,,spotify:track:3UaFnnUo80mv431WHEzaj9,2017-02-08T16:15:49Z
8523,GB,四季彩-shikisai-,WagakkiBand,起死回生,2987,fwdbtn,fwdbtn,False,,spotify:track:2W6FUSnZnxTTIS9wNYor6N,2017-09-22T14:36:34Z
10040,GB,Trial By Fire,Yelawolf,Trial By Fire,3071,fwdbtn,fwdbtn,False,,spotify:track:09B92r6OVx9ZedNoSODFUb,2018-04-05T10:09:51Z
2009,GB,e-World: The Ultimate Edition (2015 Version),Zero-Project,e-World,348,fwdbtn,fwdbtn,False,,spotify:track:1Ayd1Xppl76UCseS6RoZKv,2017-11-03T15:57:15Z
8288,GB,White Rabbit,Egypt Central,White Rabbit,0,logout,fwdbtn,False,,spotify:track:4QhSscYz3TPLEwD6lMezvG,2018-03-01T16:08:03Z
7792,GB,Swan Songs,Hollywood Undead,Undead,384,logout,fwdbtn,False,,spotify:track:3XdAzyVBwPctMDkFjKRlO7,2017-11-02T15:24:01Z
3969,GB,new dawn,LAST ALLIANCE,HEKIREKI,226161,logout,fwdbtn,False,,spotify:track:6ttvqqh0YWvMOFkecK9eT8,2016-11-04T15:33:18Z
8556,GB,What I've Become,Ashes Remain,End of Me,170426,trackdone,fwdbtn,False,,spotify:track:5Iuqf7d8G5SAvuKY7MKHbd,2021-09-20T20:37:47Z
5605,GB,Joyful Style,BRADIO,Time Flies - Hidden AFRO ver.,261428,trackdone,fwdbtn,False,,spotify:track:682uFosxqkG19uqbO4jcKG,2021-10-12T15:19:43Z
2217,GB,Disgusting,Beartooth,The Lines,227311,trackdone,fwdbtn,False,,spotify:track:0qLMogpL6n41qhzmFJnhfS,2018-10-17T16:31:53Z
3645,GB,Dark Connection,Beast In Black,Hardcore,214134,trackdone,fwdbtn,False,,spotify:track:1kKzLv3w7I5NXzEtWkSzi4,2021-10-30T08:46:10Z
3983,GB,White Crow,Beissoul & Einius,Doesn't Matter,197812,trackdone,fwdbtn,False,,spotify:track:5bUz2l603m9x8f0RzHL7Jx,2020-05-28T14:04:46Z
11381,GB,That's All,Bobby Darin,Beyond the Sea,172480,trackdone,fwdbtn,False,,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,2021-04-19T13:03:58Z
15668,GB,Broken Bells,Broken Bells,The Mall & Misery,246973,trackdone,fwdbtn,False,,spotify:track:2ZgJ3fxDrGSi3VKe84YDAe,2019-04-16T13:25:43Z
9551,GB,In A Tidal Wave Of Mystery,Capital Cities,"I Sold My Bed, But Not My Stereo",234333,trackdone,fwdbtn,False,,spotify:track:5ZbkmehK4biNOMGZxKxtbJ,2016-08-31T09:15:01Z
8192,GB,Coleman Hell - EP,Coleman Hell,Thumbalina,181813,trackdone,fwdbtn,False,,spotify:track:10iKUnVnhrEwGqBcpilhCP,2016-08-31T09:01:41Z
6186,GB,Rockin' Pneumonia and the Boogie Woogie Flu,Deep Purple,Rockin' Pneumonia and the Boogie Woogie Flu,195093,trackdone,fwdbtn,False,,spotify:track:1qJ8ByuXp5NZPEbvjHBDwR,2021-11-14T13:25:28Z
8436,GB,"Shostakovich: Piano Concertos Nos. 1, 2 & Piano Quintet in G Minor",Dmitri Shostakovich,"Piano Concerto No. 2 in F Major, Op. 102: II. Andante",386573,trackdone,fwdbtn,False,,spotify:track:1q4bR9r7VwzzPOz1MzCaKn,2016-06-03T14:45:47Z
11050,GB,The Greatest Classical Composers of Russia,Dmitri Shostakovich,Jazz Suite No. 2 : 6. Waltz II,220600,trackdone,fwdbtn,False,,spotify:track:3cjxEEKNgSvS7GS6t8rtvA,2016-06-24T14:36:52Z
10899,GB,White Rabbit,Egypt Central,White Rabbit,217786,trackdone,fwdbtn,False,,spotify:track:4QhSscYz3TPLEwD6lMezvG,2017-07-11T13:34:55Z
4907,GB,Revival,Eminem,In Your Head,182640,trackdone,fwdbtn,False,,spotify:track:72i5s3SBDEkaRUOgUTlkfO,2018-05-03T13:03:48Z
11773,GB,The Marshall Mathers LP2,Eminem,Rap God,363521,trackdone,fwdbtn,False,,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,2016-03-21T22:22:37Z
15521,GB,The Marshall Mathers LP2,Eminem,Rhyme Or Reason,301721,trackdone,fwdbtn,False,,spotify:track:1ThlWx17VIUGwfy9JhdLHQ,2016-05-16T15:13:41Z
1264,GB,A Bard's Side Quest,Erutan,The Dragonborn Comes - Skyrim,194599,trackdone,fwdbtn,False,,spotify:track:2Dmby8seQnaE3cAuA5Wmfz,2016-09-05T17:30:32Z
1060,GB,Got Your Six,Five Finger Death Punch,Question Everything,305744,trackdone,fwdbtn,False,,spotify:track:1QxuQkTN8rHcS8Y50tLuAP,2016-03-24T15:45:23Z
9892,GB,Lemon songs,Gateballers,レモンソング,268280,trackdone,fwdbtn,False,,spotify:track:6B0FZfAXhiveUftX5e6LTZ,2019-10-31T08:39:30Z
3054,GB,From Mars to Sirius,Gojira,Global Warming,470746,trackdone,fwdbtn,False,,spotify:track:3Lu9jlzxyABfSEz4cUioVo,2021-11-16T15:59:58Z
14657,GB,Empatijos,Golden Parazyth,Gyvūnas,238776,trackdone,fwdbtn,False,,spotify:track:0AjcH325XVSo2sDFcOeujS,2021-11-19T15:58:35Z
4077,GB,The Reason,Hoobastank,Out Of Control,162106,trackdone,fwdbtn,False,,spotify:track:2Uk3uky365BBGidUpOtKvw,2016-04-01T15:13:17Z
13180,GB,The Reason,Hoobastank,Same Direction,195293,trackdone,fwdbtn,False,,spotify:track:7p5HBV5kqLgw0vK0lQ7eXM,2016-06-02T06:30:44Z
9602,GB,Never Been Blue,Johnny Boyd,We've Got a World That Swings,176240,trackdone,fwdbtn,False,,spotify:track:4dGauHIlZj4R7PVmyEgH2M,2017-01-11T10:21:04Z
4918,GB,Re:Pray,KANA-BOON,LIFE,205973,trackdone,fwdbtn,False,,spotify:track:10y3YHtorVO5dpKJU28xyM,2021-10-30T21:03:29Z
9804,GB,Clicked Singles Best 13,L'Arc-en-Ciel,Driver's High,249026,trackdone,fwdbtn,False,,spotify:track:2qDWCy32Hrr2MIKg9cuo6t,2016-10-25T09:07:34Z
15306,GB,Minutes to Midnight,Linkin Park,Bleed It Out,166373,trackdone,fwdbtn,False,,spotify:track:0UFDKFqW2oGspYeYqo9wjA,2018-02-21T14:28:27Z
7194,GB,The Hunting Party,Linkin Park,Final Masquerade,217613,trackdone,fwdbtn,False,,spotify:track:3aYBjxTMvrEOP0A0UXg9ER,2016-03-29T14:45:38Z
8462,GB,Wolven Storm,Marcin Przybyłowicz,Wolven Storm - English,198400,trackdone,fwdbtn,False,,spotify:track:0zCqrZ8SEdkzSmhFlRTHlQ,2020-12-22T02:26:43Z
4000,GB,Illumination,Miami Horror,I Look to You (feat. Kimbra),233229,trackdone,fwdbtn,False,,spotify:track:7K69gzcjWScj9BIc2CC612,2016-06-19T11:38:01Z
6615,GB,fine,Mike Shinoda,fine,214342,trackdone,fwdbtn,False,,spotify:track:4I0tFcRHjW3AkN1Jg1veOM,2022-01-30T15:07:10Z
11425,GB,Time,Mr.Kitty,Xiii,214158,trackdone,fwdbtn,False,,spotify:track:3PIb29elaZBBssFknN4p8U,2021-07-14T15:22:24Z
3155,GB,the WORLD Ruler,Nightmare,the WORLD,228120,trackdone,fwdbtn,False,,spotify:track:4kjzcX1eDtgNelODulCwK6,2016-10-19T10:37:32Z
3916,GB,Echo,Of Mice & Men,Helplessly Hoping,172000,trackdone,fwdbtn,False,,spotify:track:1CY2brrqyGutzWGhnznORx,2021-12-03T16:17:01Z
2722,GB,The Connection,Papa Roach,Still Swingin',203293,trackdone,fwdbtn,False,,spotify:track:7p0sSbjOo0c0edsfGapmHg,2017-10-14T20:34:08Z
10859,GB,Dredd: Original Motion Picture Soundtrack,Paul Leonard-Morgan,Mega City One,193200,trackdone,fwdbtn,False,,spotify:track:3L7FTzFCa7h8ZS07i62MkM,2019-06-15T20:31:54Z
1774,GB,Moonshine,Pete Cottrell,Moonshine,209142,trackdone,fwdbtn,False,,spotify:track:2qP2Sqaf2zPRQ1K7Z1sMXy,2021-12-04T21:40:26Z
11217,GB,Batsu to Maru to Tsumi To,RADWIMPS,Ienai,392186,trackdone,fwdbtn,False,,spotify:track:6Eb4Df2qt6BI3YAlkw86RM,2016-11-01T15:58:52Z
11429,GB,Tohu Bohu,Rone,Bye Bye Macadam,265250,trackdone,fwdbtn,False,,spotify:track:3joCfQaNHoW7xrh7dImwiN,2021-05-10T18:21:54Z
11156,GB,Rosalie Cunningham,Rosalie Cunningham,Dethroning of the Party Queen,260624,trackdone,fwdbtn,False,,spotify:track:3smKLCzol67DQYDblmST2f,2020-10-20T05:36:20Z
10819,GB,HORIZONS,STARSET,DEVOLUTION,309800,trackdone,fwdbtn,False,,spotify:track:0PUGFXHZHWT2RxEQAziiST,2021-10-22T15:49:27Z
6823,GB,Iowa,Slipknot,Left Behind,241466,trackdone,fwdbtn,False,,spotify:track:4l3Vmsw0KO8HJqFtnbqaqu,2016-06-06T14:52:43Z
4007,GB,Fast Motions,The Balconies,Beating Your Heart,318275,trackdone,fwdbtn,False,,spotify:track:5p6lGgyBr7lqTi4skuVSeW,2016-11-23T13:50:53Z
4326,GB,Dreamcatcher,Their Dogs Were Astronauts,Fata Morgana,295563,trackdone,fwdbtn,False,,spotify:track:51v3iSvszA48FNQ6ChPmc7,2021-09-28T20:44:02Z
9983,GB,"Classics, Vol. 1",Thomas Bergersen,Spirit of Moravia,110340,trackdone,fwdbtn,False,,spotify:track:6ddbwENqu9nl11DKZ0el9d,2019-10-15T13:14:53Z
7406,GB,One-X,Three Days Grace,Never Too Late,209333,trackdone,fwdbtn,False,,spotify:track:3HE50TVRquwXe9yv2HFoNL,2017-02-28T19:55:40Z
6896,GB,Blurryface,Twenty One Pilots,Stressed Out,202333,trackdone,fwdbtn,False,,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,2016-08-31T08:52:25Z
9788,GB,Goddess,Twisted Jukebox,The Fallen Will Rise,141600,trackdone,fwdbtn,False,,spotify:track:3cHXCHCiBJb3LUSoxZoJhs,2017-06-08T08:48:32Z
5170,GB,Goddess,Twisted Jukebox,The Fallen Will Rise,141600,trackdone,fwdbtn,False,,spotify:track:3cHXCHCiBJb3LUSoxZoJhs,2017-06-12T15:00:24Z
13882,GB,VoX LoW,VoX LoW,Now We're Ready to Spend,303773,trackdone,fwdbtn,False,,spotify:track:5wlItQ08Bx3iPGwa2ybbwO,2020-05-02T15:17:12Z
7263,GB,The Astronaut,Wax Fang,The Astronaut Part 3,345064,trackdone,fwdbtn,False,,spotify:track:3dT8ZuGkyvXsG0L8WgBT0r,2020-08-15T20:49:57Z
10085,GB,メガロボクス オリジナル・サウンドトラック,mabanua,Beginning of the fight,148014,trackdone,fwdbtn,False,,spotify:track:0ZVxRlcQZMPiTADrjYabUZ,2020-07-04T22:17:56Z
13940,GB,The Black Parade,My Chemical Romance,Sleep,0,unexpected-exit,fwdbtn,False,,spotify:track:2pONuBYwWrNm9jcJH6hmPc,2016-11-08T15:33:41Z
5822,GB,Chaos Chaos,Chaos Chaos,Don't Leave Me Hanging,3680,unexpected-exit-while-paused,fwdbtn,False,,spotify:track:0eCZ8a4O66lF4jDdEYzG6J,2020-10-26T14:27:27Z
8013,GB,Thousand Peaces,Absofacto,Dissolve,18670,endplay,playbtn,False,,spotify:track:7pBrj5rt4SSxXwFKOyZfHR,2020-08-07T14:17:11Z
11525,GB,Broken Limbs Excite No Pity,Bruce Lamont,Moonlight and the Sea,365460,endplay,playbtn,False,,spotify:track:6Cb27DCg3uzUJcn4ZTBzvM,2021-05-22T17:42:28Z
9895,GB,Vacant Surrender,Casey Edwards,Vacant Surrender,3660,endplay,playbtn,False,,spotify:track:61t1HLw823f7Dkrc20rH3u,2021-10-09T19:15:00Z
5377,GB,Cry,Cigarettes After Sex,Hentai,4320,endplay,playbtn,False,,spotify:track:4SjEdGI6Otmo5DRxAXKS9o,2020-08-07T14:04:28Z
5945,GB,Transistor Original Soundtrack,Darren Korb,The Spine (feat. Ashley Barrett),4140,endplay,playbtn,False,,spotify:track:4Tm7vJMSIcb8FcrLsLnirt,2019-10-06T22:07:32Z
9220,GB,JPEG,Digitalism,Infinity,3501,endplay,playbtn,False,,spotify:track:25xqkVDpIvsPZheffy1H9s,2020-01-30T12:08:38Z
15764,GB,Music To Be Murdered By,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8170,endplay,playbtn,False,,spotify:track:5mZXWEH2eh8zMZGCxT5aW0,2020-01-31T16:50:57Z
14591,GB,Demon Days,Gorillaz,Feel Good Inc.,2190,endplay,playbtn,False,,spotify:track:0d28khcov6AiegSCpG5TuT,2019-09-04T20:18:17Z
11895,GB,Irie Révoltés,Irie Révoltés,Fäuste hoch,173180,endplay,playbtn,False,,spotify:track:0FRAPPQDNqcaHyCR7Jx8Zu,2020-01-12T00:07:22Z
5250,GB,New England,Kid Kapichi,New England,39320,endplay,playbtn,False,,spotify:track:6Xc7LinCrQ5qwqVihDXrtr,2022-03-31T09:50:20Z
13463,GB,Many Nights,Motorama,You & the Others,1450,endplay,playbtn,False,,spotify:track:4v5xOVRstKUnz0ISLnncth,2020-08-07T14:04:21Z
12612,GB,Many Nights,Motorama,You & the Others,2420,endplay,playbtn,False,,spotify:track:4v5xOVRstKUnz0ISLnncth,2020-08-07T14:04:23Z
15701,GB,Teatro d'ira - Vol. I,Måneskin,I WANNA BE YOUR SLAVE,173346,endplay,playbtn,False,,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,2021-06-15T20:59:01Z
14091,GB,The Search,NF,The Search,31210,endplay,playbtn,False,,spotify:track:2OKo7g3KfmCt3kyLvUAL0g,2020-03-14T12:20:59Z
9695,GB,Hey It's Pomplamoose,Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,50180,endplay,playbtn,False,,spotify:track:1Fem9jSJEleNWT1kgt70ST,2021-12-08T23:13:44Z
14459,GB,Hey It's Pomplamoose,Pomplamoose,Hey It's Pomplamoose,66910,endplay,playbtn,False,,spotify:track:37GZNjj850oZSb3PZUKWWJ,2020-10-06T21:16:01Z
8236,GB,Leave a Whisper,Shinedown,45,98180,endplay,playbtn,False,,spotify:track:420JGkyLfLUZcgBHKiIK9v,2020-08-07T19:42:35Z
5714,GB,Lunatics and Slaves,Sin Shake Sin,Lunatics and Slaves,1380,endplay,playbtn,False,,spotify:track:2tTTwRVs3Q4y7uGWY7xTLJ,2020-08-31T10:18:23Z
13316,GB,Protect The Land / Genocidal Humanoidz,System Of A Down,Protect The Land,307644,endplay,playbtn,False,,spotify:track:11ajcVj3qSyyMPUpTJUP3y,2021-07-20T09:08:38Z
14035,GB,Dive,Tycho,Adrift,3990,endplay,playbtn,False,,spotify:track:3DERgYjztCL6oME2fvRl6z,2020-08-07T13:34:12Z
12042,GB,Fairytale,Zero-Project,Winter princess,251,endplay,playbtn,False,,spotify:track:36ma0TeZ5MIwsNFECSou2j,2021-12-02T10:10:07Z
8300,GB,MEGALOBOX,mabanua,MEGALOBOX,15600,endplay,playbtn,False,,spotify:track:2vxHrSaXpVIWM6iMPSdJiI,2020-10-18T12:26:36Z
13527,GB,amo,Bring Me The Horizon,nihilist blues (feat. Grimes),3730,fwdbtn,playbtn,False,,spotify:track:1JdWRS3PBZlSgKcPKcULtr,2020-02-01T22:43:28Z
3174,GB,Infest,Papa Roach,Last Resort,2290,fwdbtn,playbtn,False,,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,2021-08-26T11:00:52Z
2500,GB,Roboxai,Solo Ansamblis,Įstriži Žiburiai,1830,fwdbtn,playbtn,False,,spotify:track:38CO0Oimej5K8iYiKZoCjD,2021-02-27T12:37:09Z
15351,GB,Roboxai,Solo Ansamblis,Įstriži Žiburiai,3560,fwdbtn,playbtn,False,,spotify:track:38CO0Oimej5K8iYiKZoCjD,2020-06-27T14:49:51Z
8485,GB,Blurryface,Twenty One Pilots,Stressed Out,26960,fwdbtn,playbtn,False,,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,2019-10-06T22:10:32Z
7305,GB,Dummy,Portishead,Mysterons,127476,remote,playbtn,False,,spotify:track:2O6X9nPVVQSefg3xOQAo5u,2020-01-17T20:43:24Z
6870,GB,The Autumn Effect,10 Years,Wasteland,229973,trackdone,playbtn,False,,spotify:track:0nTiC2fGkM4q8bGlBKGrGx,2019-06-26T09:35:32Z
13743,GB,Bodypop 1 1/2,And One,Big In Japan,196280,trackdone,playbtn,False,,spotify:track:4z8LdHdFFi3VGNhrM750Gk,2019-06-05T21:02:37Z
10626,GB,Rewind,Anden,Rewind - Yotto Remix,405467,trackdone,playbtn,False,,spotify:track:6RFAtBuixp5CAuI4xbhyr9,2021-09-06T10:14:12Z
2282,GB,The Shadow Side,Andy Black,We Don't Have To Dance,193552,trackdone,playbtn,False,,spotify:track:13b32GfUIo3BV93C8KtEdj,2022-01-28T16:19:15Z
13725,GB,Boundless,Approaching Nirvana,Boundless,227586,trackdone,playbtn,False,,spotify:track:67BT6Gx5lXySav9c9gsryd,2022-04-29T07:51:55Z
12260,GB,Fear There & Everywhere,Archive,Fear There & Everywhere,281041,trackdone,playbtn,False,,spotify:track:5eyZuYoNcabGH0mcUJ1ZTD,2022-01-25T14:52:43Z
4637,GB,Dystopian Fiction,Aviators,Fading Light,376675,trackdone,playbtn,False,,spotify:track:0x2CTbgEoXI68oiyZOOYQk,2021-09-29T12:25:26Z
4461,GB,"OK, I'M SICK",Badflower,Heroin,281226,trackdone,playbtn,False,,spotify:track:0leJYiYyZE6jjXCEVYUQAm,2021-04-05T17:53:47Z
13825,GB,Laikas Paikas,Beissoul & Einius,Red Baron,231223,trackdone,playbtn,False,,spotify:track:7hwW16qtNj2Q22s4ahRTMI,2021-03-31T16:50:43Z
10998,GB,Rooftop (Jovani Remix),Beissoul & Einius,Rooftop - Jovani Remix,202135,trackdone,playbtn,False,,spotify:track:304DnM9OFUjxhqMQlLKtYl,2019-11-11T20:42:23Z
12791,GB,Committed to the Crime,Chaos Chaos,Do You Feel It?,250712,trackdone,playbtn,False,,spotify:track:3lOok0REf4j3790abX26PR,2020-10-23T16:04:42Z
2046,GB,Cigarettes After Sex,Cigarettes After Sex,K.,320030,trackdone,playbtn,False,,spotify:track:1FWsomP9StpCcXNWmJk8Cl,2020-08-07T13:23:51Z
7649,GB,Don't Feel Like Dancing Anymore,Coochilla,Don't Feel Like Dancing Anymore,215900,trackdone,playbtn,False,,spotify:track:5w3CG310MBfGUhKDloWWbu,2021-03-29T17:58:41Z
11353,GB,Sound City - Real to Reel,Corey Taylor,From Can to Can't,290280,trackdone,playbtn,False,,spotify:track:0cqkujgud4p3rTT5yJ4dz3,2020-01-10T17:38:50Z
3918,GB,Sound City - Real to Reel,Corey Taylor,From Can to Can't,290280,trackdone,playbtn,False,,spotify:track:0cqkujgud4p3rTT5yJ4dz3,2021-08-23T20:03:22Z
4325,GB,Sound City - Real to Reel,Corey Taylor,From Can to Can't,290280,trackdone,playbtn,False,,spotify:track:0cqkujgud4p3rTT5yJ4dz3,2021-12-08T23:09:29Z
15650,GB,LAUNCH,DREAMERS,SCREWS,200147,trackdone,playbtn,False,,spotify:track:1GBCRzguynFjvk7r7cyunV,2019-10-16T19:41:56Z
13968,GB,Transistor Original Soundtrack,Darren Korb,Stained Glass,131759,trackdone,playbtn,False,,spotify:track:0UAcl0XIpGHCsGb9wmcACa,2019-07-30T10:00:53Z
12332,GB,Malfunction,Dead Posey,Head Of The Snake,202144,trackdone,playbtn,False,,spotify:track:2qgwFqJrGbajUQOfaL37Wz,2022-01-30T21:31:09Z
14447,GB,The Singles 86-98,Depeche Mode,Personal Jesus - Single Version,224933,trackdone,playbtn,False,,spotify:track:4UCTgh5jvtqoaMX6MAhUNn,2020-06-29T09:54:14Z
5802,GB,Retrograde,Derik Fein,Don't Matter,200446,trackdone,playbtn,False,,spotify:track:34MWcFztBH1V2hwzkmuvA6,2022-01-07T22:20:02Z
2220,GB,After All,Elton John,After All,208714,trackdone,playbtn,False,,spotify:track:38UDoZyudPWXLzXRAb71oP,2021-09-30T12:54:40Z
13959,GB,The Marshall Mathers LP,Eminem,The Real Slim Shady,284200,trackdone,playbtn,False,,spotify:track:3yfqSUWxFvZELEM4PmlwIR,2021-11-09T21:31:59Z
10376,GB,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",Five Finger Death Punch,Battle Born,223766,trackdone,playbtn,False,,spotify:track:7x2gOLBT1ruFBNsxFmddWw,2018-09-14T15:28:36Z
3189,GB,You're Dead!,Flying Lotus,Never Catch Me,234486,trackdone,playbtn,False,,spotify:track:6CTG85NJI1Wm60pxTSRNwL,2021-04-02T12:21:38Z
3273,GB,Torches,Foster The People,Pumped Up Kicks,239600,trackdone,playbtn,False,,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,2020-08-07T13:44:16Z
11655,GB,Beautiful Garbage,Garbage,Cup of Coffee,271200,trackdone,playbtn,False,,spotify:track:6juEtD5dEfJqqgIJUlsFEK,2021-08-05T09:04:38Z
4447,GB,Beautiful Garbage,Garbage,Cup of Coffee,271200,trackdone,playbtn,False,,spotify:track:6juEtD5dEfJqqgIJUlsFEK,2021-08-23T13:44:04Z
5876,GB,Beautifulgarbage,Garbage,Cup of Coffee,271200,trackdone,playbtn,False,,spotify:track:3lAQw2ZfwS4wkx0gnZxwxk,2020-09-16T20:58:46Z
14542,GB,beautifulgarbage,Garbage,Cup Of Coffee,271200,trackdone,playbtn,False,,spotify:track:5d25jly4PNlUl0ChxNthlq,2020-06-15T20:15:52Z
15552,GB,Aleph,Gesaffelstein,Destinations,216720,trackdone,playbtn,False,,spotify:track:5Ub5SzOZ2kGwoazjnQSfdS,2020-08-13T12:49:27Z
3504,GB,Blast Off (feat. Pharrell Williams),Gesaffelstein,Blast Off (feat. Pharrell Williams),215973,trackdone,playbtn,False,,spotify:track:095nyFKlTwa9JIp9cVrHOF,2020-08-13T12:45:51Z
12591,GB,Odorenainara Gesuninatte Shimaeyo,Gesu No Kiwami Otome,Gesuna Sankaku Kankei,327786,trackdone,playbtn,False,,spotify:track:0ndYW7AfblQcnNGbKBNbwT,2017-11-27T09:43:25Z
7339,GB,Demon Days,Gorillaz,Feel Good Inc.,222640,trackdone,playbtn,False,,spotify:track:0d28khcov6AiegSCpG5TuT,2021-02-16T15:22:00Z
14573,GB,Meanwhile EP,Gorillaz,Jimmy Jimmy (feat. AJ Tracey),183440,trackdone,playbtn,False,,spotify:track:4Iv2jOCKQakC3YWhijrRKK,2021-08-27T16:25:51Z
2903,GB,Walking Contradiction,Green Day,Walking Contradiction - BBC Live Session,155263,trackdone,playbtn,False,,spotify:track:44kIBgQxY59YWLAH6A7ort,2021-11-20T21:48:40Z
1110,GB,The Magnificent Tree,Hooverphonic,Mad About You,223733,trackdone,playbtn,False,,spotify:track:5drK2kTE2mrUdV33iHWyrx,2021-08-16T13:26:54Z
10459,GB,In Eternal Lines,I Am Waiting for You Last Summer,Lights Go Out,294336,trackdone,playbtn,False,,spotify:track:4grnkqagSQRW7wSlXSczBj,2021-06-17T17:02:53Z
11319,GB,Gilumon,Jama&W,Mes laimėsim,355723,trackdone,playbtn,False,,spotify:track:5YjPpt7jiEyXcZNJ7h2SXG,2020-07-31T09:59:22Z
11986,GB,Piano Book,Johann Sebastian Bach,"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",139306,trackdone,playbtn,False,,spotify:track:4SFBV7SRNG2e2kyL1F6kjU,2020-10-18T12:28:55Z
5551,GB,The Atlantic Studio Album Collection,John Coltrane,I'll Wait and Pray,206360,trackdone,playbtn,False,,spotify:track:4z6d79RAbC5q0VAqPQas8W,2018-09-14T15:46:24Z
13773,GB,Serious,Luther Allison,Life Is A Bitch,219640,trackdone,playbtn,False,,spotify:track:3NxSIxMnq9tDmQtoyHQqte,2021-05-10T14:55:46Z
12106,GB,Dead End in Tokyo,MAN WITH A MISSION,Raise your flag,247306,trackdone,playbtn,False,,spotify:track:3LATEEvDGquFh7Z6opo1li,2019-05-17T05:56:59Z
1048,GB,Jujutsu Kaisen (Original Television Soundtrack),Masto (coldrain),REMEMBER,243396,trackdone,playbtn,False,,spotify:track:5LpoOEvLsPtK9baecA3Gnp,2021-05-31T15:58:18Z
11748,GB,Mother’s Ruin,Max Raptor,Heavy Hearts,267281,trackdone,playbtn,False,,spotify:track:12O1UGfYtNTZNDzVN2KM6v,2020-08-07T13:57:08Z
13634,GB,Destiny: The Taken King (Original Soundtrack),Michael Salvatori,Path to Oryx,174746,trackdone,playbtn,False,,spotify:track:5IpYqoZfxebjiCmkP7Jkgq,2019-11-06T23:32:51Z
4271,GB,Blush,Moose Blood,Honey,40694,trackdone,playbtn,False,,spotify:track:65wNccuIfxHJR7ddYtaAOQ,2020-08-07T19:44:05Z
3992,GB,Teatro d'ira - Vol. I,Måneskin,I WANNA BE YOUR SLAVE,173346,trackdone,playbtn,False,,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,2021-06-16T16:07:41Z
14787,GB,Perception,NF,Intro III,268666,trackdone,playbtn,False,,spotify:track:6e56CkYWD3JO6ovFZBA8po,2020-01-14T17:11:18Z
7418,GB,Scary World,Night Club,Scary World,190827,trackdone,playbtn,False,,spotify:track:4sTROtHPgDfL8A6Z4jGISe,2021-04-07T22:29:48Z
12768,GB,Vengeance,Ocean Jet,Unfettered,191236,trackdone,playbtn,False,,spotify:track:4TVYyQmfkzMyxPuDRUgQli,2021-11-18T08:22:08Z
13561,GB,Boom Boom Room,Palaye Royale,You'll Be Fine,213394,trackdone,playbtn,False,,spotify:track:3KmuRpdh3UDv9GHyO8SmgB,2019-10-01T12:28:32Z
