Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
8,Week 3,Peter & Erin,"26 (6, 7, 7, 6)",Quickstep,"""Lullaby of Broadway"" —Tony Bennett",Safe,,,,,
8,Week 3,Jimi & Flavia,"25 (6, 7, 6, 6)",Rumba,"""Ain't No Sunshine"" —Bill Withers",Safe,,,,,
8,Week 3,Ann & Anton,"18 (3, 5, 5, 5)",Quickstep,"""Puttin' On the Ritz"" —Fred Astaire",Safe,,,,,
8,Week 3,Pamela & James,"35 (9, 8, 9, 9)",Rumba,"""Make You Feel My Love"" —Adele",Safe,,,,,
8,Week 4,Couple,Scores,Dance,Music,Result,,,,,
8,Week 4,Jimi & Flavia,"27 (6, 7, 7, 7)",Charleston,"""Do Your Thing"" —Basement Jaxx",Safe,,,,,
8,Week 4,Scott & Natalie,"35 (8, 9, 9, 9)",Tango,"""Allegretto"" —Bond",Safe,,,,,
8,Week 4,Tina & Jared,"29 (7, 7, 8, 7)",Charleston,"""You Give a Little Love"" —fromBugsy Malone",Safe,,,,,
8,Week 4,Felicity & Vincent,"29 (7, 7, 7, 8)",Tango,"""Czardas"" —Monti",Safe,,,,,
8,Week 4,Patsy & Robin,"28 (6, 8, 7, 7)",Charleston,"""Hot Honey Rag"" —fromChicago",Safe,,,,,
8,Week 4,Gavin & Katya,"23 (5, 6, 6, 6)",Tango,"""Toxic"" —Britney Spears",Safe,,,,,
8,Week 4,Peter & Erin,"17 (2, 5, 6, 4)",Charleston,"""Cabaret"" —Liza Minnelli",Eliminated,,,,,
8,Week 4,Pamela & James,"34 (8, 8, 9, 9)",Tango,"""Love Is the Drug"" —Roxy Music",Safe,,,,,
8,Week 4,Matt & Aliona,"35 (9, 9, 9, 8)",Charleston,"""42nd Street"" —from42nd Street",Safe,,,,,
8,Week 4,Michelle & Ian,"27 (6, 7, 7, 7)",Tango,"""Killer"" —Adamski&Seal",Bottom two,,,,,
8,Week 4,Kara & Artem,"32 (8, 8, 8, 8)",Charleston,"""Put a Lid on It"" —Squirrel Nut Zippers",Safe,,,,,
8,Week 4,Ann & Anton,"21 (3, 7, 6, 5)",Tango,"""La cumparsita"" —Gerardo Matos Rodríguez",Safe,,,,,
8,Week 5: Halloween Week,Couple,Scores,Dance,Music,Result,,,,,
8,Week 5: Halloween Week,Pamela & James,"27 (6, 7, 7, 7)",Jive,"""Devil Gate Drive"" —Suzi Quatro",Safe,,,,,
8,Week 5: Halloween Week,Tina & Jared,"28 (6, 8, 7, 7)",Argentine tango,"""Beautiful Monster"" —Ne-Yo",Eliminated,,,,,
8,Week 5: Halloween Week,Kara & Artem,"37 (9, 9, 10, 9)",Paso doble,"""The Phantom of the Opera"" —fromThe Phantom of the Opera",Safe,,,,,
8,Week 5: Halloween Week,Patsy & Robin,"31 (7, 8, 8, 8)",Jive,"""Monster Mash"" —Bobby ""Boris"" Pickett",Safe,,,,,
8,Week 5: Halloween Week,Felicity & Vincent,"26 (6, 7, 6, 7)",Viennese waltz,"""Waltz No. 2"" —Dmitri Shostakovich",Bottom two,,,,,
8,Week 5: Halloween Week,Jimi & Flavia,"30 (7, 7, 8, 8)",Paso doble,"""Thriller"" —Michael Jackson",Safe,,,,,
8,Week 5: Halloween Week,Michelle & Brendan,"29 (7, 6, 8, 8)",Jive,"""The Time Warp"" —fromThe Rocky Horror Show",Safe,,,,,
8,Week 5: Halloween Week,Gavin & Katya,"26 (5, 7, 7, 7)",Paso doble,"""Uprising"" —Muse",Safe,,,,,
8,Week 5: Halloween Week,Scott & Natalie,"39 (9, 10, 10, 10)",Viennese waltz,"""I Put a Spell on You"" —Screamin' Jay Hawkins",Safe,,,,,
8,Week 5: Halloween Week,Ann & Anton,"16 (2, 5, 5, 4)",Paso doble,"""Wild Thing"" —The Troggs",Safe,,,,,
8,Week 5: Halloween Week,Matt & Aliona,"34 (8, 8, 9, 9)",Argentine tango,"""Bat Out of Hell"" —Meat Loaf",Safe,,,,,
8,Week 6,Couple,Scores,Dance,Music,Result,,,,,
8,Week 6,Kara & Artem,"36 (9, 9, 9, 9)",Salsa,"""Conga"" —Gloria Estefan",Safe,,,,,
8,Week 6,Pamela & James,"33 (8, 9, 8, 8)",Foxtrot,"""Let There Be Love"" —Nat King Cole",Safe,,,,,
8,Week 6,Felicity & Vincent,"29 (6, 8, 7, 8)",Paso doble,"""Habanera"" —Georges Bizet",Safe,,,,,
8,Week 6,Jimi & Flavia,"32 (7, 8, 8, 9)",Quickstep,"""Mr. Pinstripe Suit"" —Big Bad Voodoo Daddy",Eliminated,,,,,
8,Week 6,Matt & Aliona,"35 (8, 9, 9, 9)",Viennese waltz,"""Where the Wild Roses Grow"" —Nick Cave&Kylie Minogue",Safe,,,,,
8,Week 6,Ann & Anton,"17 (2, 6, 5, 4)",Charleston,"""Let's Do It, Let's Fall in Love"" —Ella Fitzgerald",Safe,,,,,
8,Week 6,Michelle & Brendan,"30 (6, 8, 8, 8)",Waltz,"""Right Here Waiting"" —Richard Marx",Bottom two,,,,,
8,Week 6,Patsy & Robin,"29 (6, 8, 7, 8)",Cha-cha-cha,"""All the Lovers"" —Kylie Minogue",Safe,,,,,
8,Week 6,Scott & Natalie,"28 (4, 9, 7, 8)",Rumba,"""Wishing on a Star"" —Rose Royce",Safe,,,,,
8,Week 6,Gavin & Katya,"29 (5, 8, 8, 8)",Cha-cha-cha,"""Don't Cha"" —Pussycat Dolls",Safe,,,,,
8,Week 7,Couple,Scores,Dance,Music,Result,,,,,
8,Week 7,Pamela & James,"32 (8, 8, 8, 8)",Cha-cha-cha,"""Money (That's What I Want)"" —The Flying Lizards",Safe,,,,,
8,Week 7,Michelle & Brendan,"24 (4, 7, 7, 6)",Paso doble,"""American Woman"" —The Guess Who",Eliminated,,,,,
8,Week 7,Patsy & Robin,"32 (7, 9, 8, 8)",Viennese waltz,"""Anyone Who Had a Heart"" —Dionne Warwick",Safe,,,,,
8,Week 7,Gavin & Katya,"33 (7, 8, 9, 9)",Quickstep,"""I Want You to Want Me"" —Cheap Trick",Safe,,,,,
8,Week 7,Ann & Anton,"20 (3, 6, 6, 5)",Foxtrot,"""You Make Me Feel So Young"" —Frank Sinatra",Safe,,,,,
8,Week 7,Kara & Artem,"38 (9, 9, 10, 10)",Argentine tango,"""Los Vino"" —Otros Aires",Safe,,,,,
8,Week 7,Felicity & Vincent,"26 (5, 7, 7, 7)",Salsa,"""All Night Long (All Night)"" —Lionel Richie",Bottom two,,,,,
8,Week 7,Matt & Aliona,"35 (8, 9, 9, 9)",Rumba,"""Too Lost in You"" —Sugababes",Safe,,,,,
8,Week 7,Scott & Natalie,"39 (9, 10, 10, 10)",Jive,"""Hit the Road Jack"" —Ray Charles",Safe,,,,,
8,Week 8: Blackpool Week,Couple,Scores,Dance,Music,Result,,,,,
8,Week 8: Blackpool Week,Patsy & Robin,"28 (6, 7, 8, 7)",Samba,"""Copacabana"" —Barry Manilow",Bottom two,,,,,
8,Week 8: Blackpool Week,Kara & Artem,"35 (9, 6, 10, 10)",American Smooth,"""Cry Me a River"" —Michael Bublé",Safe,,,,,
8,Week 8: Blackpool Week,Matt & Aliona,"38 (9, 9, 10, 10)",Samba,"""Young Hearts Run Free"" —Candi Staton",Safe,,,,,
8,Week 8: Blackpool Week,Felicity & Vincent,"30 (7, 7, 8, 8)",American Smooth,"""Me and My Shadow"" —Frank Sinatra&Sammy Davis Jr",Eliminated,,,,,
8,Week 8: Blackpool Week,Gavin & Katya,"27 (4, 7, 8, 8)",American Smooth,"""She's a Lady"" —Tom Jones",Safe,,,,,
8,Week 8: Blackpool Week,Scott & Natalie,"32 (6, 8, 9, 9)",Samba,"""(Your Love Keeps Lifting Me) Higher and Higher"" —Jackie Wilson",Safe,,,,,
8,Week 8: Blackpool Week,Pamela & James,"37 (8, 9, 10, 10)",American Smooth,"""Perhaps, Perhaps, Perhaps"" —Doris Day",Safe,,,,,
8,Week 8: Blackpool Week,Ann & Anton,"13 (1, 5, 4, 3)",Samba,"""Heaven Must Be Missing an Angel"" —Tavares",Safe,,,,,
8,Week 9,Couple,Scores,Dance,Music,Result,,,,,
8,Week 9,Kara & Artem,"34 (7, 9, 9, 9)",Jive,"""Runaround Sue"" —Dion",Safe,,,,,
8,Week 9,Ann & Anton,"14 (1, 5, 5, 3)",Rumba,"""My Heart Will Go On"" —Celine Dion",Safe,,,,,
8,Week 9,Patsy & Robin,"30 (7, 8, 8, 7)",Argentine tango,"""They"" —Jem",Eliminated,,,,,
8,Week 9,Scott & Natalie,"31 (6, 7, 9, 9)",American Smooth,"""Fly Me to the Moon"" —Frank Sinatra",Safe,,,,,
8,Week 9,Gavin & Katya,"22 (3, 6, 7, 6)",Jive,"""Hey Ya!"" —Outkast",Bottom two,,,,,
8,Week 9,Matt & Aliona,"33 (8, 8, 8, 9)",American Smooth,"""Empire State of Mind (Part II) Broken Down"" —Alicia Keys",Safe,,,,,
8,Week 9,Pamela & James,"38 (9, 9, 10, 10)",Charleston,"""Let's Misbehave"" —Cole Porter",Safe,,,,,
8,Week 10: Movie Night (Quarter-final),Couple,Scores,Dance,Music,Result,Film,,,,
8,Week 10: Movie Night (Quarter-final),Scott & Natalie,"35 (8, 9, 9, 9)",Paso doble,"""James Bond Theme""",Bottom two,Dr. No,,,,
8,Week 10: Movie Night (Quarter-final),Ann & Anton,"14 (2, 5, 4, 3)",American Smooth,"""Hello, Dolly!""",Eliminated,"Hello, Dolly!",,,,
8,Week 10: Movie Night (Quarter-final),Matt & Aliona,"35 (8, 9, 9, 9)",Jive,"""Soul Bossa Nova""",Safe,Austin Powers: International Man of Mystery,,,,
8,Week 10: Movie Night (Quarter-final),Pamela & James,"40 (10, 10, 10, 10)",Viennese waltz,"""Unchained Melody""",Safe,Ghost,,,,
8,Week 10: Movie Night (Quarter-final),Gavin & Katya,"33 (7, 9, 9, 8)",Foxtrot,"""Minnie the Moocher""",Safe,The Blues Brothers,,,,
8,Week 10: Movie Night (Quarter-final),Kara & Artem,"38 (9, 9, 10, 10)",Tango,"""El Tango de Roxanne""",Safe,Moulin Rouge!,,,,
8,Week 11: Semi-final,Couple,Scores,Dance,Music,,,,,,
8,Week 11: Semi-final,Pamela & James,"35 (8, 9, 9, 9)",Paso doble,"""Bad Romance"" —Lady Gaga",,,,,,
8,Week 11: Semi-final,Kara & Artem,"39 (9, 10, 10, 10)",Viennese waltz,"""Stop!"" —Sam Brown",,,,,,
8,Week 11: Semi-final,Gavin & Katya,"27 (6, 7, 7, 7)",Samba,"""Bamboleo"" —Gipsy Kings",,,,,,
8,Week 11: Semi-final,Scott & Natalie,"33 (8, 8, 8, 9)",Argentine tango,"""Época"" —Gotan Project",,,,,,
8,Week 11: Semi-final,Matt & Aliona,"28 (7, 7, 7, 7)",Salsa,"""Spinning Around"" —Kylie Minogue",,,,,,
8,Week 11: Semi-final,Gavin & Katya,1,Swing-a-thon(Swing Marathon),"""In the Mood"" —Glenn Miller",,,,,,
8,Week 11: Semi-final,Scott & Natalie,2,Swing-a-thon(Swing Marathon),"""In the Mood"" —Glenn Miller",,,,,,
8,Week 11: Semi-final,Pamela & James,3,Swing-a-thon(Swing Marathon),"""In the Mood"" —Glenn Miller",,,,,,
8,Week 11: Semi-final,Matt & Aliona,4,Swing-a-thon(Swing Marathon),"""In the Mood"" —Glenn Miller",,,,,,
8,Week 11: Semi-final,Kara & Artem,5,Swing-a-thon(Swing Marathon),"""In the Mood"" —Glenn Miller",,,,,,
8,Week 11: Semi-final,Couple,Scores,Dance,Music,Result,,,,,
8,Week 11: Semi-final,Scott & Natalie,"35 (8, 9, 9, 9)",Charleston,"""Anything Goes"" —Cole Porter",Eliminated,,,,,
8,Week 11: Semi-final,Kara & Artem,"39 (9, 10, 10, 10)",Rumba,"""Samba Pa Ti"" —Carlos Santana",Safe,,,,,
8,Week 11: Semi-final,Matt & Aliona,"38 (9, 10, 10, 9)",Tango,"""Hung Up"" —Madonna",Safe,,,,,
8,Week 11: Semi-final,Gavin & Katya,"31 (6, 9, 8, 8)",Viennese waltz,"""You Know Me"" —Robbie Williams",Eliminated,,,,,
8,Week 11: Semi-final,Pamela & James,"40 (10, 10, 10, 10)",Quickstep,"""Steppin' Out with My Baby"" —Fred Astaire",Safe,,,,,
8,Week 12: Final,Couple,Scores,Dance,Music,Result,,,,,
8,Week 12: Final,Matt & Aliona,"38 (9, 9, 10, 10)",Samba,"""Young Hearts Run Free"" —Candi Staton",Safe,,,,,
8,Week 12: Final,Matt & Aliona,"34 (7, 9, 9, 9)",Showdance,"""I Like The Way (You Move)"" —BodyRockers",Safe,,,,,
8,Week 12: Final,Kara & Artem,"39 (9, 10, 10, 10)",Rumba,"""Samba Pa Ti"" —Carlos Santana",Safe,,,,,
8,Week 12: Final,Kara & Artem,"36 (9, 9, 9, 9)",Showdance,"""Don't Stop Me Now"" —Queen",Safe,,,,,
8,Week 12: Final,Pamela & James,"40 (10, 10, 10, 10)",Viennese waltz,"""Unchained Melody"" —The Righteous Brothers",Third place,,,,,
8,Week 12: Final,Pamela & James,"37 (9, 9, 9, 10)",Showdance,"""(I've Had) The Time of My Life"" —fromDirty Dancing",Third place,,,,,
8,Week 12: Final,Couple,Scores,Dance,Music,Result,,,,,
8,Week 12: Final,Matt & Aliona,"35 (9, 8, 9, 9)",Paso doble,"""Don't Let Me Be Misunderstood"" —The Animals",Runners-up,,,,,
8,Week 12: Final,Matt & Aliona,"37 (9, 9, 10, 9)",Viennese waltz,"""Where the Wild Roses Grow"" —Nick Cave&Kylie Minogue",Runners-up,,,,,
8,Week 12: Final,Kara & Artem,"38 (9, 9, 10, 10)",Waltz,"""If You Don't Know Me By Now"" —Simply Red",Winners,,,,,
8,Week 12: Final,Kara & Artem,"37 (10, 7, 10, 10)",American Smooth,"""Cry Me a River"" —Michael Bublé",Winners,,,,,
9,Week 1,Couple,Scores,Dance,Music,,,,,,
9,Week 1,Holly & Artem,"28 (6, 7, 8, 7)",Cha-cha-cha,"""Who's That Chick?"" —David Guetta, feat.Rihanna",,,,,,
9,Week 1,Dan & Katya,"24 (4, 7, 7, 6)",Waltz,"""Are You Lonesome Tonight?"" —Elvis Presley",,,,,,
9,Week 1,Lulu & Brendan,"17 (2, 5, 5, 5)",Cha-cha-cha,"""I've Got The Music in Me"" —Kiki Dee",,,,,,
9,Week 1,Audley & Natalie,"20 (3, 5, 6, 6)",Waltz,"""Angel"" —Sarah McLachlan",,,,,,
9,Week 1,Robbie & Ola,"19 (2, 6, 6, 5)",Cha-cha-cha,"""Bad Boys"" —Alexandra Burke, feat.Flo Rida",,,,,,
9,Week 1,Anita & Robin,"28 (7, 7, 7, 7)",Waltz,"""Three Times a Lady"" —Commodores",,,,,,
9,Week 1,Russell & Flavia,"21 (4, 5, 6, 6)",Cha-cha-cha,"""Venus"" —Bananarama",,,,,,
9,Week 1,Couple,Scores,Dance,Music,,,,,,
9,Week 1,Harry & Aliona,"28 (6, 7, 8, 7)",Cha-cha-cha,"""Moves Like Jagger"" —Maroon 5, feat.Christina Aguilera",,,,,,
9,Week 1,Rory & Erin,"27 (6, 7, 7, 7)",Waltz,"""Weekend in New England"" —Barry Manilow",,,,,,
9,Week 1,Alex & James,"22 (4, 6, 6, 6)",Cha-cha-cha,"""When Love Takes Over"" —David Guetta, feat.Kelly Rowland",,,,,,
9,Week 1,Chelsee & Pasha,"27 (7, 6, 7, 7)",Waltz,"""See the Day"" —Dee C. Lee",,,,,,
9,Week 1,Edwina & Vincent,"17 (2, 5, 5, 5)",Cha-cha-cha,"""Build Me Up Buttercup"" —The Foundations",,,,,,
9,Week 1,Nancy & Anton,"12 (1, 4, 3, 4)",Waltz,"""In Napoli"" —Dean Martin",,,,,,
9,Week 1,Jason & Kristina,"32 (8, 8, 8, 8)",Cha-cha-cha,"""Gimme Some Lovin'"" —The Spencer Davis Group",,,,,,
9,Week 2,Couple,Scores,Dance,Music,Result,,,,,
9,Week 2,Chelsee & Pasha,"29 (7, 7, 8, 7)",Salsa,"""Higher"" —Taio Cruz, feat.Kylie Minogue",Safe,,,,,
9,Week 2,Edwina & Vincent,"19 (4, 5, 5, 5)",Foxtrot,"""Buona Sera"" —Dean Martin",Eliminated,,,,,
9,Week 2,Audley & Natalie,"23 (5, 6, 6, 6)",Salsa,"""Don't Stop 'Til You Get Enough"" —Michael Jackson",Bottom two,,,,,
9,Week 2,Alex & James,"29 (6, 8, 7, 8)",Foxtrot,"""Have You Met Miss Jones?"" —Frank Sinatra",Safe,,,,,
9,Week 2,Dan & Katya,"21 (4, 6, 6, 5)",Salsa,"""Upside Down"" —Diana Ross",Safe,,,,,
9,Week 2,Lulu & Brendan,"25 (5, 6, 7, 7)",Foxtrot,"""Breakeven"" —The Script",Safe,,,,,
9,Week 2,Holly & Artem,"30 (7, 7, 8, 8)",Salsa,"""Mas Que Nada"" —Sergio Mendes&The Black Eyed Peas",Safe,,,,,
9,Week 2,Rory & Erin,"22 (4, 6, 6, 6)",Salsa,"""Vehicle"" —The Ides of March",Safe,,,,,
9,Week 2,Robbie & Ola,"29 (7, 8, 7, 7)",Foxtrot,"""Ain't That a Kick in the Head?"" —Dean Martin",Safe,,,,,
9,Week 2,Anita & Robin,"28 (7, 7, 7, 7)",Salsa,"""Jump in the Line (Shake, Senora)"" —Harry Belafonte",Safe,,,,,
9,Week 2,Jason & Kristina,"33 (8, 8, 9, 8)",Foxtrot,"""Why Don't You Do Right"" —Peggy Lee",Safe,,,,,
9,Week 2,Nancy & Anton,"14 (3, 5, 2, 4)",Salsa,"""Papa Loves Mambo"" —Perry Como",Safe,,,,,
9,Week 2,Harry & Aliona,"27 (6, 6, 8, 7)",Foxtrot,"""Just the Way You Are"" —Bruno Mars",Safe,,,,,
9,Week 2,Russell & Flavia,"25 (6, 6, 6, 7)",Salsa,"""Dancing Queen""—ABBA",Safe,,,,,
9,Week 3: Broadway Night,Couple,Scores,Dance,Music,Result,,Broadway musical,,,
9,Week 3: Broadway Night,Holly & Artem,"30 (7, 8, 7, 8)",Tango,"""Cell Block Tango""",Safe,,Chicago,,,
9,Week 3: Broadway Night,Dan & Katya,"24 (5, 7, 6, 6)",Viennese waltz,"""Somebody to Love""",Eliminated,,We Will Rock You,,,
9,Week 3: Broadway Night,Anita & Robin,"27 (6, 7, 7, 7)",Jive,"""You Can't Stop the Beat""",Safe,,Hairspray,,,
9,Week 3: Broadway Night,Alex & James,"32 (8, 8, 8, 8)",Viennese waltz,"""Memory""",Safe,,Cats,,,
9,Week 3: Broadway Night,Rory & Erin,"31 (7, 8, 8, 8)",Quickstep,"""Top Hat, White Tie and Tails""",Safe,,Top Hat,,,
9,Week 3: Broadway Night,Lulu & Brendan,"26 (5, 7, 7, 7)",Rumba,"""All I Ask of You""",Safe,,The Phantom of the Opera,,,
9,Week 3: Broadway Night,Nancy & Anton,"20 (4, 5, 5, 6)",Tango,"""Be Italian""",Bottom two,,Nine,,,
9,Week 3: Broadway Night,Audley & Natalie,"24 (5, 6, 6, 7)",Quickstep,"""Too Darn Hot""",Safe,,"Kiss Me, Kate",,,
9,Week 3: Broadway Night,Robbie & Ola,"30 (7, 7, 8, 8)",Tango,"""Gimme! Gimme! Gimme! (A Man After Midnight)""",Safe,,Mamma Mia!,,,
9,Week 3: Broadway Night,Russell & Flavia,"28 (6, 7, 7, 8)",Foxtrot,"""Don't Rain on My Parade""",Safe,,Funny Girl,,,
9,Week 3: Broadway Night,Jason & Kristina,"36 (9, 9, 9, 9)",Tango,"""I Will Survive""",Safe,,"Priscilla, Queen of the Desert",,,
9,Week 3: Broadway Night,Chelsee & Pasha,"30 (6, 8, 8, 8)",Cha-cha-cha,"""Beggin'""",Safe,,Jersey Boys,,,
9,Week 3: Broadway Night,Harry & Aliona,"33 (8, 8, 9, 8)",Jive,"""Greased Lightnin'""",Safe,,Grease,,,
9,Week 4,Couple,Scores,Dance,Music,Result,,,,,
9,Week 4,Jason & Kristina,"27 (6, 7, 7, 7)",Paso doble,"""I Want It All"" —Queen",Safe,,,,,
9,Week 4,Alex & James,"25 (4, 7, 7, 7)",Rumba,"""Run"" —Leona Lewis",Safe,,,,,
9,Week 4,Rory & Erin,"24 (4, 7, 6, 7)",Cha-cha-cha,"""Dance to the Music"" —Sly and the Family Stone",Eliminated,,,,,
9,Week 4,Audley & Natalie,"25 (6, 7, 6, 6)",Foxtrot,"""I Just Don't Know What to Do with Myself"" —Dusty Springfield",Safe,,,,,
9,Week 4,Nancy & Anton,"18 (3, 5, 5, 5)",Paso doble,"""Rodrigo's Guitar Concerto"" —Joaquín Rodrigo",Bottom two,,,,,
9,Week 4,Lulu & Brendan,"25 (5, 6, 7, 7)",Samba,"""Sir Duke"" —Stevie Wonder",Safe,,,,,
9,Week 4,Holly & Artem,"30 (7, 7, 8, 8)",Viennese waltz,"""Cry Me Out"" —Pixie Lott",Safe,,,,,
9,Week 4,Chelsee & Pasha,"36 (9, 9, 9, 9)",Quickstep,"""Sing Sing Sing"" —Benny Goodman",Safe,,,,,
9,Week 4,Harry & Aliona,"35 (8, 8, 10, 9)",Waltz,"""Come Away with Me"" —Norah Jones",Safe,,,,,
9,Week 4,Anita & Robin,"32 (8, 8, 8, 8)",American Smooth,"""I've Got You Under My Skin"" —Frank Sinatra",Safe,,,,,
9,Week 4,Robbie & Ola,"27 (5, 8, 7, 7)",Jive,"""Love Man"" —Otis Redding",Safe,,,,,
9,Week 4,Russell & Flavia,"24 (5, 6, 6, 7)",Tango,"""Sweet Dreams (Are Made of This)""—Eurythmics",Safe,,,,,
9,Week 5: Halloween Night,Couple,Scores,Dance,Music,Result,,,,,
9,Week 5: Halloween Night,Russell & Flavia,"22 (4, 6, 6, 6)",Samba,"""Better the Devil You Know"" —Kylie Minogue",Safe,,,,,
9,Week 5: Halloween Night,Chelsee & Pasha,"32 (7, 8, 9, 8)",Tango,"""Love Potion No. 9"" —The Clovers",Safe,,,,,
9,Week 5: Halloween Night,Audley & Natalie,"20 (3, 6, 6, 5)",Jive,"""Prologue (Little Shop of Horrors)"" —fromLittle Shop of Horrors",Bottom two,,,,,
9,Week 5: Halloween Night,Alex & James,"31 (7, 8, 8, 8)",Paso doble,"""Bring Me to Life""—Evanescence",Safe,,,,,
9,Week 5: Halloween Night,Holly & Artem,"35 (8, 9, 9, 9)",American Smooth,"""Swan Lake"" —Pyotr Ilyich Tchaikovsky",Safe,,,,,
9,Week 5: Halloween Night,Nancy & Anton,"14 (2, 5, 3, 4)",Rumba,"""Spooky"" —Dusty Springfield",Eliminated,,,,,
9,Week 5: Halloween Night,Harry & Aliona,"34 (8, 7, 10, 9)",Tango,"""Psycho Killer"" —Talking Heads",Safe,,,,,
9,Week 5: Halloween Night,Robbie & Ola,"26 (4, 7, 8, 7)",Paso doble,"""Bad"" —Michael Jackson",Safe,,,,,
9,Week 5: Halloween Night,Anita & Robin,"31 (7, 8, 8, 8)",Tango,"""Devil Woman"" —Cliff Richard",Safe,,,,,
9,Week 5: Halloween Night,Lulu & Brendan,"29 (6, 7, 8, 8)",Paso doble,"""Highway to Hell"" —AC/DC",Safe,,,,,
9,Week 5: Halloween Night,Jason & Kristina,"37 (9, 9, 10, 9)",Quickstep,"""Bewitched"" —Steve Lawrence",Safe,,,,,
9,Week 6,Couple,Scores,Dance,Music,Result,,,,,
9,Week 6,Lulu & Brendan,"27 (5, 8, 7, 7)",Tango,"""Kiss"" —Prince",Eliminated,,,,,
9,Week 6,Audley & Natalie,"27 (5, 8, 7, 7)",Viennese waltz,"""I'm With You"" —Avril Lavigne",Bottom two,,,,,
9,Week 6,Harry & Aliona,"33 (8, 9, 8, 8)",Samba,"""I Wish"" —Stevie Wonder",Safe,,,,,
9,Week 6,Anita & Robin,"31 (7, 8, 8, 8)",Charleston,"""I Got Rhythm"" —George Gershwin",Safe,,,,,
9,Week 6,Jason & Kristina,"28 (6, 8, 7, 7)",Rumba,"""Killing Me Softly with His Song"" —The Fugees",Safe,,,,,
9,Week 6,Alex & James,"31 (7, 8, 8, 8)",Quickstep,"""It Don't Mean a Thing (If It Ain't Got That Swing)"" —Duke Ellington",Safe,,,,,
9,Week 6,Robbie & Ola,"29 (6, 8, 8, 7)",Waltz,"""Love Ain't Here Anymore"" —Take That",Safe,,,,,
9,Week 6,Russell & Flavia,"24 (4, 7, 6, 7)",Paso doble,"""Carmen"" —Georges Bizet",Safe,,,,,
9,Week 6,Chelsee & Pasha,"36 (9, 9, 9, 9)",Charleston,"""Five Foot Two, Eyes of Blue"" —Gene Austin",Safe,,,,,
9,Week 6,Holly & Artem,"34 (8, 9, 8, 9)",Jive,"""Runaway Baby"" —Bruno Mars",Safe,,,,,
9,Week 7,Couple,Scores,Dance,Music,Result,,,,,
9,Week 7,Alex & James,"31 (7, 8, 8, 8)",Jive,"""River Deep, Mountain High"" —Ike & Tina Turner",Safe,,,,,
9,Week 7,Robbie & Ola,"31 (7, 8, 8, 8)",American Smooth,"""Sway"" —Pussycat Dolls",Safe,,,,,
9,Week 7,Audley & Natalie,"20 (3, 6, 6, 5)",Cha-cha-cha,"""Uptight (Everything's Alright)"" —Stevie Wonder",Eliminated,,,,,
9,Week 7,Harry & Aliona,"37 (9, 8, 10, 10)",Argentine tango,"""Asi se baila el tango"" —fromTake the Lead",Safe,,,,,
9,Week 7,Jason & Kristina,"35 (8, 9, 9, 9)",Viennese waltz,"""Iris"" —Goo Goo Dolls",Safe,,,,,
9,Week 7,Chelsee & Pasha,"36 (9, 8, 10, 9)",Foxtrot,"""Doesn't Mean Anything"" —Alicia Keys",Safe,,,,,
9,Week 7,Anita & Robin,"33 (7, 9, 8, 9)",Argentine tango,"""Tango"" —fromCirque du Soleil",Bottom two,,,,,
9,Week 7,Holly & Brendan,"34 (8, 8, 9, 9)",Rumba,"""Leave Right Now"" —Will Young",Safe,,,,,
9,Week 7,Russell & Flavia,"26 (5, 7, 7, 7)",American Smooth,"""I Am What I Am"" —Gloria Gaynor",Safe,,,,,
9,Week 8: Best of Britain Week,Couple,Scores,Dance,Music,Result,,,,,
9,Week 8: Best of Britain Week,Robbie & Ola,"26 (5, 7, 7, 7)",Salsa,"""Let Me Entertain You"" —Robbie Williams",Safe,,,,,
9,Week 8: Best of Britain Week,Alex & James,"35 (8, 9, 9, 9)",Tango,"""Relax"" —Frankie Goes to Hollywood",Safe,,,,,
9,Week 8: Best of Britain Week,Holly & Artem,"31 (7, 8, 8, 8)",Quickstep,"""Valerie"" —Mark Ronson, feat.Amy Winehouse",Bottom two,,,,,
9,Week 8: Best of Britain Week,Anita & Robin,"27 (6, 7, 7, 7)",Samba,"""Come On Eileen"" —Dexys Midnight Runners",Safe,,,,,
9,Week 8: Best of Britain Week,Harry & Aliona,"34 (8, 8, 9, 9)",Salsa,"""I'm Still Standing"" —Elton John",Safe,,,,,
9,Week 8: Best of Britain Week,Russell & Flavia,"24 (5, 6, 6, 7)",Jive,"""Reach"" —S Club 7",Eliminated,,,,,
9,Week 8: Best of Britain Week,Chelsee & Pasha,"35 (8, 9, 9, 9)",Samba,"""Spice Up Your Life"" —Spice Girls",Safe,,,,,
9,Week 8: Best of Britain Week,Jason & Kristina,"34 (8, 8, 9, 9)",Jive,"""Wake Me Up Before You Go-Go"" —Wham!",Safe,,,,,
9,Week 9,Couple,Scores,Dance,Music,Result,,,,,
9,Week 9,Anita & Brendan,"30 (7, 8, 7, 8)",Cha-cha-cha,"""Uptown Girl"" —Billy Joel",Eliminated,,,,,
9,Week 9,Holly & Artem,"34 (8, 8, 9, 9)",Foxtrot,"""Mamma Knows Best"" —Jessie J",Bottom two,,,,,
9,Week 9,Alex & James,"29 (6, 7, 8, 8)",Charleston,"""Me and My Baby"" —fromChicago",Safe,,,,,
