Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Road,Leeds,23/05/2020,4,2375,10/06/2020,012SPEC24029
Mountain,London,12/09/2020,1,3566,24/09/2020,043SPEC12408
Gravel,Manchester,22/11/2020,2,2481,28/11/2020,032SPEC29132
Gravel,York,14/09/2020,5,1766,04/10/2020,021SPEC01450
Gravel,Leeds,11/11/2020,5,2632,17/11/2020,102SPEC84231
Road,London,03/01/2020,2,1982,06/01/2020,012SPEC93589
Gravel,Leeds,18/06/2020,5,828,20/06/2020,943SPEC24920
Road,London,12/05/2020,4,2792,29/05/2020,429SPEC21320
Mountain,Birmingham,31/05/2020,4,909,19/06/2020,942SPEC34350
Road,London,07/11/2020,1,3309,20/11/2020,120SPEC13500
Mountain,Birmingham,14/08/2020,2,1835,17/08/2020,220SPEC12411
Mountain,Birmingham,18/04/2020,5,2876,24/04/2020,012SPEC24030
Gravel,Manchester,24/10/2020,2,2194,04/11/2020,043SPEC12409
Mountain,York,17/01/2020,2,2309,04/02/2020,032SPEC29133
Gravel,London,29/01/2020,5,2328,11/02/2020,021SPEC01451
Road,Birmingham,21/08/2020,3,2038,31/08/2020,102SPEC84232
Mountain,York,18/06/2020,3,3464,22/06/2020,012SPEC93590
Road,Leeds,15/01/2020,4,2823,16/01/2020,943SPEC24921
Gravel,York,08/11/2020,4,1812,21/11/2020,429SPEC21321
Road,Birmingham,06/07/2020,3,2208,17/07/2020,942SPEC34351
Mountain,Leeds,02/05/2020,1,869,10/05/2020,120SPEC13501
Road,Birmingham,08/11/2020,1,1927,27/11/2020,220SPEC12412
Mountain,Manchester,16/11/2020,1,2040,30/11/2020,012SPEC24031
Mountain,York,26/08/2020,1,1279,03/09/2020,043SPEC12410
Gravel,Birmingham,20/12/2020,3,2169,24/12/2020,032SPEC29134
Gravel,Leeds,09/05/2020,2,3655,13/05/2020,021SPEC01452
Road,Manchester,02/06/2020,2,3504,20/06/2020,102SPEC84233
Mountain,York,07/09/2020,2,1109,21/09/2020,012SPEC93591
Road,London,10/12/2020,3,1032,11/12/2020,943SPEC24922
Gravel,London,10/02/2020,2,2303,11/02/2020,429SPEC21322
Mountain,Manchester,10/07/2020,2,2903,30/07/2020,942SPEC34352
