Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
17/10/2024,PA009,New York,Tokyo,Premium Economy,1172.5,Yes,1,Nut Free
22/09/2024,PA008,Perth,New York,Business Class,686.4,Yes,2,Nut Free
08/11/2024,PA005,London,Tokyo,Premium Economy,747.5,Yes,0,Dairy Free
16/04/2024,PA006,Tokyo,London,Premium Economy,1080,Yes,0,Egg Free
24/08/2024,PA012,Tokyo,Perth,Economy,3490,Yes,1,Egg Free
21/05/2024,PA012,Tokyo,Perth,Premium Economy,1415,Yes,2,Dairy Free
27/03/2024,PA010,Tokyo,New York,Premium Economy,755,Yes,1,Dairy Free
11/11/2024,PA011,Perth,Tokyo,First Class,281,Yes,3,Nut Free
10/10/2024,PA003,London,Perth,First Class,306,Yes,3,Vegetarian
14/10/2024,PA005,London,Tokyo,Business Class,526.8,Yes,0,Dairy Free
17/05/2024,PA001,London,New York,Premium Economy,1117.5,Yes,3,Nut Free
28/09/2024,PA006,Tokyo,London,Economy,3430,Yes,1,Vegetarian
28/06/2024,PA012,Tokyo,Perth,Economy,2535,Yes,3,Nut Free
26/07/2024,PA012,Tokyo,Perth,Business Class,418.8,Yes,1,Egg Free
27/07/2024,PA007,New York,Perth,First Class,215,Yes,1,Nut Free
22/05/2024,PA001,London,New York,Economy,1300,Yes,2,Vegan
04/12/2024,PA006,Tokyo,London,Premium Economy,637.5,Yes,1,Egg Free
26/05/2024,PA008,Perth,New York,Premium Economy,522.5,Yes,1,Egg Free
19/02/2024,PA003,London,Perth,Business Class,328.8,Yes,3,Nut Free
13/10/2024,PA010,Tokyo,New York,First Class,385,Yes,0,Vegan
21/03/2024,PA005,London,Tokyo,Premium Economy,1145,Yes,1,Vegan
10/08/2024,PA011,Perth,Tokyo,Business Class,556.8,Yes,2,None
31/12/2024,PA004,Perth,London,First Class,237,Yes,2,Nut Free
24/03/2024,PA010,Tokyo,New York,Premium Economy,1122.5,Yes,0,Egg Free
11/09/2024,PA012,Tokyo,Perth,Business Class,819.6,Yes,3,Egg Free
11/06/2024,PA012,Tokyo,Perth,Premium Economy,1062.5,Yes,1,Nut Free
22/09/2024,PA003,London,Perth,Economy,3195,Yes,1,Vegetarian
18/07/2024,PA012,Tokyo,Perth,Premium Economy,892.5,Yes,0,Vegan
14/08/2024,PA006,Tokyo,London,Economy,2325,Yes,0,Nut Free
27/04/2024,PA012,Tokyo,Perth,Economy,1280,Yes,1,None
18/10/2024,PA008,Perth,New York,First Class,292,Yes,3,Vegan
13/07/2024,PA011,Perth,Tokyo,Economy,1605,Yes,1,Vegetarian
17/11/2024,PA010,Tokyo,New York,Business Class,517.2,Yes,0,Dairy Free
29/06/2024,PA007,New York,Perth,Business Class,801.6,Yes,2,Dairy Free
02/02/2024,PA006,Tokyo,London,Economy,1240,Yes,2,Vegetarian
11/11/2024,PA001,London,New York,Business Class,739.2,Yes,2,Dairy Free
11/03/2024,PA002,New York,London,Business Class,750,Yes,1,Nut Free
22/10/2024,PA005,London,Tokyo,First Class,533,Yes,0,Nut Free
04/07/2024,PA006,Tokyo,London,First Class,366,Yes,0,Vegan
26/09/2024,PA010,Tokyo,New York,Premium Economy,640,Yes,0,Vegetarian
28/07/2024,PA003,London,Perth,Economy,3375,Yes,1,None
27/02/2024,PA002,New York,London,Premium Economy,1565,Yes,2,Vegetarian
29/02/2024,PA010,Tokyo,New York,Premium Economy,1135,Yes,3,Egg Free
13/10/2024,PA007,New York,Perth,Business Class,686.4,Yes,3,Dairy Free
21/06/2024,PA011,Perth,Tokyo,Business Class,829.2,Yes,1,Vegan
19/04/2024,PA009,New York,Tokyo,Economy,1085,Yes,3,None
08/09/2024,PA005,London,Tokyo,Economy,1115,Yes,3,Dairy Free
13/04/2024,PA004,Perth,London,Business Class,410.4,Yes,3,None
06/12/2024,PA005,London,Tokyo,Economy,1130,Yes,3,Nut Free
25/07/2024,PA007,New York,Perth,Premium Economy,1482.5,Yes,3,Vegan
26/10/2024,PA001,London,New York,Economy,1205,Yes,0,Dairy Free
23/11/2024,PA005,London,Tokyo,Economy,2070,Yes,2,Egg Free
04/11/2024,PA003,London,Perth,First Class,210,Yes,3,Nut Free
29/04/2024,PA012,Tokyo,Perth,Economy,3490,Yes,0,Dairy Free
26/09/2024,PA001,London,New York,First Class,207,Yes,2,Vegetarian
06/01/2024,PA004,Perth,London,First Class,236,Yes,1,Nut Free
