Year,Pass/Fail,Categorisation,Movie,Ranking
1990,Fail,"There are two or more women in this movie, but they don't talk to each other",Dances with Wolves,4
1981,Fail,"There are two or more women in this movie, but they don't talk to each other",The Evil Dead,4
1981,Fail,"There are two or more women in this movie, but they don't talk to each other",Excalibur,4
1955,Fail,"There are two or more women in this movie, but they don't talk to each other",Rebel Without a Cause,4
1973,Fail,"There are two or more women in this movie, but they don't talk to each other",Mean Streets,4
1941,Fail,"There are two or more women in this movie, but they don't talk to each other",High Sierra,4
1949,Fail,"There are two or more women in this movie, but they don't talk to each other",The Fountainhead,4
1982,Fail,"There are two or more women in this movie, but they don't talk to each other",The Dark Crystal,4
1974,Fail,"There are two or more women in this movie, but they don't talk to each other",The Conversation,4
1982,Fail,"There are two or more women in this movie, but they don't talk to each other",Diner,4
1951,Fail,"There are two or more women in this movie, but they don't talk to each other",Diary of a Country Priest,4
1976,Fail,"There are two or more women in this movie, but they don't talk to each other",Az otodik pecset,4
1956,Fail,"There are two or more women in this movie, but they don't talk to each other",The Iron Petticoat,4
1940,Fail,"There are two or more women in this movie, but they don't talk to each other",Boom Town,4
1969,Fail,"There are two or more women in this movie, but they don't talk to each other",Alice's Restaurant,4
1895,Fail,"There are two or more women in this movie, but they don't talk to each other",Akrobatisches Potpourri,4
1953,Fail,"There are two or more women in this movie, but they don't talk to each other",The Band Wagon,4
1983,Fail,"There are two or more women in this movie, but they don't talk to each other",Under Fire,4
1983,Fail,"There are two or more women in this movie, but they don't talk to each other",Trading Places,4
1941,Fail,"There are two or more women in this movie, but they don't talk to each other",Ladies In Retirement,4
1938,Fail,"There are two or more women in this movie, but they don't talk to each other","Mr. Wong, Detective",4
1989,Fail,"There are two or more women in this movie, but they don't talk to each other",Fat Man and Little Boy,4
1990,Fail,"There are two or more women in this movie, but they don't talk to each other",Back to the Future Part III,4
1983,Fail,"There are two or more women in this movie, but they don't talk to each other",Terms of Endearment,4
1950,Fail,"There are two or more women in this movie, but they don't talk to each other",The Flying Saucer,4
1983,Fail,"There are two or more women in this movie, but they don't talk to each other",A Christmas Story,4
1962,Fail,"There are two or more women in this movie, but they don't talk to each other",The Manchurian Candidate,4
1982,Fail,"There are two or more women in this movie, but they don't talk to each other",The Beast Within,4
1953,Fail,"There are two or more women in this movie, but they don't talk to each other","The Beast from 20,000 Fathoms",4
1990,Fail,"There are two or more women in this movie, but they don't talk to each other",Close-Up,4
1988,Fail,"There are two or more women in this movie, but they don't talk to each other",Young Guns,4
1959,Fail,"There are two or more women in this movie, but they don't talk to each other",The Tingler,4
1940,Fail,"There are two or more women in this movie, but they don't talk to each other",Foreign Correspondent,4
1956,Fail,"There are two or more women in this movie, but they don't talk to each other",The Killing,4
1976,Fail,"There are two or more women in this movie, but they don't talk to each other",All the President's Men,4
1969,Fail,"There are two or more women in this movie, but they don't talk to each other",Support Your Local Sheriff!,4
1981,Fail,"There are two or more women in this movie, but they don't talk to each other",Possession,4
1969,Fail,"There are two or more women in this movie, but they don't talk to each other",Kes,4
1969,Fail,"There are two or more women in this movie, but they don't talk to each other",My Side of the Mountain,4
1989,Fail,"There are two or more women in this movie, but they don't talk to each other","The Cook, the Thief, His Wife & Her Lover",4
1989,Fail,"There are two or more women in this movie, but they don't talk to each other",Dead Poets Society,4
1963,Fail,"There are two or more women in this movie, but they don't talk to each other",55 Days at Peking,4
1990,Fail,"There are two or more women in this movie, but they don't talk to each other",Presumed Innocent,4
1951,Fail,"There are two or more women in this movie, but they don't talk to each other",An American in Paris,4
1983,Fail,"There are two or more women in this movie, but they don't talk to each other",The 4th Man,4
1982,Fail,"There are two or more women in this movie, but they don't talk to each other",Conan the Barbarian,4
2016,Fail,"There are two or more women in this movie, but they only talk to each other about a man",The Perfect Match,3
2009,Fail,"There are two or more women in this movie, but they only talk to each other about a man",The Proposal,3
2016,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Gods of Egypt,3
2016,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Pet,3
2010,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Ramayana: The Epic,3
1982,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Swamp Thing,3
2005,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Mr. & Mrs. Smith,3
2017,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Un beau soleil interieur,3
2013,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Clear History,3
2013,Fail,"There are two or more women in this movie, but they only talk to each other about a man",The Kings of Summer,3
2000,Fail,"There are two or more women in this movie, but they only talk to each other about a man",High Fidelity,3
2013,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Closed Circuit,3
2018,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Alex Strangelove,3
2010,Fail,"There are two or more women in this movie, but they only talk to each other about a man",The Perfect Host,3
2010,Fail,"There are two or more women in this movie, but they only talk to each other about a man",The Other Guys,3
2003,Fail,"There are two or more women in this movie, but they only talk to each other about a man",Holes,3
